Title,Authors,Topics,Abstract,Code,Dataset,PDF,Paper Page
A New Dataset and A Baseline Model for Breast Lesion Detection in Ultrasound Videos,"Lin, Zhi;Lin, Junhao;Zhu, Lei;Fu, Huazhu;Qin, Jing;Wang, Liansheng",Modalities - Video; Machine Learning - Other; Modalities - Ultrasound; Organ - Breast,"Breast lesion detection in ultrasound is critical for breast cancer diagnosis. Existing methods mainly rely on individual 2D ultrasound images or combine unlabeled video and labeled 2D images to train models for breast lesion detection. In this paper, we first collect and annotate an ultrasound video dataset (188 videos) for breast lesion detection. Moreover, we propose a clip-level and video-level feature aggregated network (CVA-Net) for addressing breast lesion detection in ultrasound videos by aggregating video-level lesion classification features and clip-level temporal features. The clip-level temporal features encode local temporal information of ordered video frames and global temporal information of shuffled video frames. In our CVA-Net, an inter-video fusion module is devised to fuse local features from original video frames and global features from shuffled video frames, and an intra-video fusion module is devised to learn the temporal information among adjacent video frames. Moreover, we learn video-level features to classify the breast lesions of the original video as benign or malignant lesions to further enhance the final breast lesion detection performance in ultrasound videos. Experimental results on our annotated dataset demonstrate that our CVA-Net clearly outperforms state-of-the-art methods. The corresponding code and dataset are publicly available at https://github.com/jhl-Det/CVA-Net.",https://github.com/jhl-Det/CVA-Net,https://pan.baidu.com/s/1yYME7-DvvIEZzCb72NXaJA?pwd=jnie,https://link.springer.com/chapter/10.1007/978-3-031-16437-8_59,https://conferences.miccai.org/2022/papers/011-Paper1016.html
A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images,"Liu, Ting;An, Xing;Liu, Yanbo;Liu, Yuxi;Lin, Bin;Jiang, Runzhou;Xu, Wenlong;Cong, Longfei;Zhu, Lei",Computer Aided Diagnosis; Modalities - Ultrasound; Organ - Breast; Organ - Tumor,"This paper presents a novel deep learning system to classify breast lesions in ultrasound images into benign and malignant and into Breast Imaging Reporting and Data System (BI-RADS) six categories simultaneously. A multitask soft label generating architecture is proposed to improve the classification performance, in which task-correlated labels are obtained from a dual-task teacher network and utilized to guide the training of a student model. In student model, a consistency supervision mechanism is embedded to constrain that a prediction of BI-RADS is consistent with the predicted pathology result. Moreover, a cross-class loss function that penalizes different degrees of misclassified items with different weights is introduced to make the prediction of BI-RADS closer to the annotation. Experiments on our private and two public datasets show that the proposed system outperforms current state-of-the-art methods, demonstrating the great potential of our method in clinical diagnosis.",,,https://link.springer.com/chapter/10.1007/978-3-031-16437-8_45,https://conferences.miccai.org/2022/papers/012-Paper0202.html
A Novel Fusion Network for Morphological Analysis of Common Iliac Artery,"Song, Meng;Liu, Shi-Qi;Xie, Xiao-Liang;Zhou, Xiao-Hu;Hou, Zeng-Guang;Zhou, Yan-Jie;Ma, Xi-Yao",Image Segmentation; Computer Aided Diagnosis; Image Analysis in Robot-Assisted Surgery; Modalities - other; Organ - Vessel,"In endovascular interventional therapy, automatic common iliac artery morphological analysis can help physicians plan surgical procedures and assist in the selection of appropriate stents to improve surgical safety. However, different people have distinct blood vessel shapes, and many patients have severe malformations of iliac artery due to hemangiomas. Besides, the uneven distribution of contrast media make it difficult to make an accurate morphological analysis of the common iliac artery. In this paper, a novel fusion network, combining CNN and Transformer is proposed to address the above issues. The proposed FTU-Net consists of a parallel encoder and a Cross-Fusion module to capture and fuse global context information and local representation. Besides, a hybrid decoder module is designed to better adapt the fused features. Extensive experiments have demonstrated that our proposed method significantly outperforms the best previously published results for this task and achieves the state-of-the-art results on the common iliac artery dataset built by us and two other public medical image datasets. To the best of our knowledge, this is the first approach capable of common iliac artery segmentation.",https://github.com/SongCASIA/FTU_Net,,https://link.springer.com/chapter/10.1007/978-3-031-16449-1_6,https://conferences.miccai.org/2022/papers/013-Paper0975.html
A Novel Knowledge Keeper Network for 7T-Free But 7T-Guided Brain Tissue Segmentation,"Lee, Jieun;Oh, Kwanseok;Shen, Dinggang;Suk, Heung-Il",Machine Learning - Transfer learning; Image Segmentation; Modalities - MRI; Organ - Brain,"An increase in signal-to-noise ratio (SNR) and susceptibility-induced contrast at higher field strengths, e.g., 7T, is crucial for medical image analysis by providing better insights for the pathophysiology, diagnosis, and treatment of several disease entities. However, it is difficult to obtain 7T images in real clinical practices due to the high cost and low accessibility. In this paper, we propose a novel knowledge keeper network (KKN) to guide brain tissue segmentation by taking advantage of 7T representations without explicitly using 7T images. By extracting features of a 3T input image substantially and then transforming them to 7T features via knowledge distillation (KD), our method achieves deriving 7T-like representations from a given 3T image and exploits them for tissue segmentation. On two independent datasets, we evaluated our method’s validity in qualitative and quantitative manners on 7T-like image synthesis and 7T-guided tissue segmentation by comparing with the comparative methods in the literature.",https://github.com/2jieun2/knowledge_keeper,https://www.nitrc.org/projects/ibsr,https://link.springer.com/chapter/10.1007/978-3-031-16443-9_32,https://conferences.miccai.org/2022/papers/014-Paper1405.html
A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models,"Vento, Anthony;Zhao, Qingyu;Paul, Robert;Pohl, Kilian M.;Adeli, Ehsan",Outcome/disease prediction; Computer Aided Diagnosis; Modalities - MRI; Organ - Brain,"Translating machine learning algorithms into clinical applications requires addressing challenges related to interpretability, such as accounting for the effect of confounding variables (or metadata). Confounding variables affect the relationship between input training data and target outputs. When we train a model on such data, confounding variables will bias the distribution of the learned features. A recent promising solution, MetaData Normalization (MDN), estimates the linear relationship between the metadata and each feature based on a non-trainable closed-form solution. However, this estimation is confined by the sample size of a mini-batch and thereby may cause the approach to be unstable during training. In this paper, we extend the MDN method by applying a Penalty approach (referred to as PDMN). We cast the problem into a bi-level nested optimization problem. We then approximate this optimization problem using a penalty method so that the linear parameters within the MDN layer are trainable and learned on all samples. This enables PMDN to be plugged into any architectures, even those unfit to run batch-level operations, such as transformers and recurrent models. We show improvement in model accuracy and greater independence from confounders using PMDN over MDN in a synthetic experiment and a multi-label, multi-site dataset of magnetic resonance images (MRIs).",https://github.com/vento99,https://github.com/mlu355/MetadataNorm/blob/main/synthetic_dataset.py;https://adni.loni.usc.edu/,https://link.springer.com/chapter/10.1007/978-3-031-16437-8_37,https://conferences.miccai.org/2022/papers/015-Paper1881.html
A Projection-Based K-space Transformer Network for Undersampled Radial MRI Reconstruction with Limited Training Subjects,"Gao, Chang;Shih, Shu-Fu;Finn, J. Paul;Zhong, Xiaodong",Image Reconstruction; Machine Learning - Data efficient Learning; Machine Learning - Model Generalizability; Modalities - MRI; Organ - Abdomen,"The recent development of deep learning combined with compressed sensing enables fast reconstruction of undersampled MR images and has achieved state-of-the-art performance for Cartesian k-space trajectories. However, non-Cartesian trajectories such as the radial trajectory need to be transformed onto a Cartesian grid in each iteration of the network training, slowing down the training process significantly. Multiple iterations of nonuniform Fourier transformation in the networks offset the advantage of fast inference inherent in deep learning. Current approaches typically either work on image-to-image networks or grid the non-Cartesian trajectories before the network training to avoid the repeated gridding process. However, the image-to-image networks cannot ensure the k-space data consistency in the reconstructed images and the pre-processing of non-Cartesian k-space leads to gridding errors which cannot be compensated by the network training. Inspired by the Transformer network to handle long-range dependencies in sequence transduction tasks, we propose to rearrange the radial spokes to sequential data based on the chronological order of acquisition and use the Transformer network to predict unacquired radial spokes from the acquired data. We propose novel data augmentation methods to generate a large amount of training data from a limited number of subjects. The network can be applied to different anatomical structures. Experimental results show superior performance of the proposed framework compared to state-of-the-art deep neural networks.",,,https://link.springer.com/chapter/10.1007/978-3-031-16446-0_69,https://conferences.miccai.org/2022/papers/016-Paper2636.html
A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation,"Peiris, Himashi;Hayat, Munawar;Chen, Zhaolin;Egan, Gary;Harandi, Mehrtash",Image Segmentation; Modalities - MRI; Organ - Brain; Organ - Tumor,"We propose a Transformer architecture for volumetric segmentation, a challenging task that requires keeping a complex balance in encoding local and global spatial cues, and preserving information along all axes of the volume. Encoder of the proposed design benefits from self-attention mechanism to simultaneously encode local and global cues, while the decoder employs a parallel self and cross attention formulation to capture fine details for boundary refinement. Empirically, we show that the proposed design choices result in a computationally efficient model, with competitive and promising results on the Medical Segmentation Decathlon (MSD) brain tumor segmentation (BraTS) Task. We further show that the representations learned by our model are robust against data corruptions.",https://github.com/himashi92/VT-UNet,http://medicaldecathlon.com/,https://link.springer.com/chapter/10.1007/978-3-031-16443-9_16,https://conferences.miccai.org/2022/papers/017-Paper0545.html
A Self-Guided Framework for Radiology Report Generation,"Li, Jun;Li, Shibo;Hu, Ying;Tao, Huiren",Modalities - Text (clinical/radiology reports); Computer Aided Diagnosis; Organ - Lung,"Automatic radiology report generation is essential to computer-aided diagnosis. Through the success of image captioning, medical report generation has been achievable. However, the lack of annotated disease labels is still the bottleneck of this area. In addition, the image-text data bias problem and complex sentences make it more difficult to generate accurate reports. To address these gaps, we present a self-guided framework (SGF), a suite of unsupervised and supervised deep learning methods to mimic the process of human learning and writing. In detail, our framework obtains the domain knowledge from medical reports without extra disease labels and guides itself to extract fined-grain visual features associated with the text. Moreover, SGF successfully improves the accuracy and length of medical report generation by incorporating a similarity comparison mechanism that imitates the process of human self-improvement through comparative practice. Extensive experiments demonstrate the utility of our SGF in the majority of cases, showing its superior performance over state-of-the-art methods. Our results highlight the capacity of the proposed framework to distinguish fined-grained visual details between words and verify its advantage in generating medical reports.",https://github.com/LijunRio/A-Self-Guided-Framework,https://openi.nlm.nih.gov/,https://link.springer.com/chapter/10.1007/978-3-031-16452-1_56,https://conferences.miccai.org/2022/papers/018-Paper0114.html
A Sense of Direction in Biomedical Neural Networks,"Liu, Zewen;Cootes, Timothy F.",Image Segmentation; Machine Learning - Interpretability / Explainability; Organ - Eye; Organ - Vessel,"We describe an approach to making a model be aware of not only intensity but also properties such as direction and scale during forward propagation. Such properties are important in when analysing images containing curvilinear structures such as vessels or fibres. We propose the General Multi-Angle Scale Convolution (G-MASC), whose kernels are arbitrarily rotatable and also fully differentiable like normal convolution. The model manages its directional detectors in sets, and supervises a set’s rotationality with a novel rotation penalty called PoRE. The algorithm works on pyramid representations to enable scale search. Direction and scale can be extracted from the output maps, encoded and analysed separately. Tests were conducted on three public datasets, MoNuSeg, DRIVE, and CHASE-DB1. Good performance is observed while the model requires 1% or fewer parameters than benchmark approaches.",https://github.com/Zewen-Liu/MASC-Unit,https://blogs.kingston.ac.uk/retinal/chasedb1/;https://drive.grand-challenge.org/;https://monuseg.grand-challenge.org/Data/,https://link.springer.com/chapter/10.1007/978-3-031-16443-9_8,https://conferences.miccai.org/2022/papers/019-Paper0199.html
A Spatiotemporal Model for Precise and Efficient Fully-automatic 3D Motion Correction in OCT,"Ploner, Stefan;Chen, Siyu;Won, Jungeun;Husvogt, Lennart;Breininger, Katharina;Schottenhamml, Julia;Fujimoto, James;Maier, Andreas",Image Registration; Modalities - Biophotonics; Organ - Eye,"Optical coherence tomography (OCT) is a micrometer-scale, volumetric imaging modality that has become a clinical standard in ophthalmology. OCT instruments image by raster-scanning a focused light spot across the retina, acquiring sequential cross-sectional images to generate volumetric data. Patient eye motion during the acquisition poses unique challenges: Non-rigid, discontinuous distortions can occur, leading to gaps in data and distorted topographic measurements. We present a new distortion model and a corresponding fully-automatic, reference-free optimization strategy for computational motion correction in orthogonally raster-scanned, retinal OCT volumes. Using a novel, domain-specific spatiotemporal parametrization of forward-warping displacements, eye motion can be corrected continuously for the first time. Parameter estimation with temporal regularization improves robustness and accuracy over previous spatial approaches. We correct each A-scan individually in 3D in a single mapping, including repeated acquisitions used in OCT angiography protocols. Specialized 3D forward image warping reduces median runtime to < 9 s, fast enough for clinical use. We present a quantitative evaluation on 18 subjects with ocular pathology and demonstrate accurate correction during microsaccades. Transverse correction is limited only by ocular tremor, whereas submicron repeatability is achieved axially (0.51 µm median of medians), representing a dramatic improvement over previous work. This allows assessing longitudinal changes in focal retinal pathologies as a marker of disease progression or treatment response, and promises to enable multiple new capabilities such as supersampled/super-resolution volume reconstruction and analysis of pathological eye motion occuring in neurological diseases.",,,https://link.springer.com/chapter/10.1007/978-3-031-16434-7_50,https://conferences.miccai.org/2022/papers/020-Paper0395.html
A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction,"Xia, Wenjun;Yang, Ziyuan;Zhou, Qizheng;Lu, Zexin;Wang, Zhongxian;Zhang, Yi",Image Reconstruction; Modalities - CT,"Sparse-view computed tomography (CT) is one of the primary means to reduce the radiation risk. But the reconstruction of sparse-view CT will be contaminated by severe artifacts. By carefully designing the regularization terms, the iterative reconstruction (IR) algorithm can achieve promising results. With the introduction of deep learning techniques, learned regularization terms with convolution neural network (CNN) attracts much attention and can further improve the performance. In this paper, we propose a learned local-nonlocal regularization-based model called RegFormer to reconstruct CT images. Specifically, we unroll the iterative scheme into a neural network and replace handcrafted regularization terms with learnable kernels. The convolution layers are used to learn local regularization with excellent denoising performance. Simultaneously, transformer encoders and decoders incorporate the learned nonlocal prior into the model, preserving the structures and details. To improve the ability to extract deep features during iteration, we introduce an iteration transmission (IT) module, which can further promote the efficiency of each iteration. The experimental results show that our proposed RegFormer achieves competitive performance in artifact reduction and detail preservation compared to some state-of-the-art sparse-view CT reconstruction methods.",https://github.com/Deep-Imaging-Group/RegFormer,,https://link.springer.com/chapter/10.1007/978-3-031-16446-0_75,https://conferences.miccai.org/2022/papers/021-Paper0893.html
AANet: Artery-Aware Network for Pulmonary Embolism Detection in CTPA Images,"Guo, Jia;Liu, Xinglong;Chen, Yinan;Zhang, Shaoting;Tao, Guangyu;Yu, Hong;Zhu, Huiyuan;Lei, Wenhui;Li, Huiqi;Wang, Na",Computer Aided Diagnosis; Image Segmentation; Machine Learning - Data efficient Learning; Modalities - CT; Organ - Lung,"Pulmonary embolism (PE) is life-threatening and computed tomography pulmonary angiography (CTPA) is the best diagnostic techniques in clinics. However, PEs usually appear as dark spots among the bright regions of blood arteries in CTPA images, which can be very similar with veins that are less bright and soft tissues. Even for experienced radiologists, the evaluation of PEs in CTPA is a time-consuming and nontrivial task. In this paper, we propose an artery-aware 3D fully convolutional network (AANet) that en-codes artery information as the prior knowledge to detect arteries and PEs at the same time. In our approach, the artery context fusion block (ACF) is proposed to combine the multi-scale feature maps and generate both local and global contexts of vessels as soft attentions to precisely recognize PEs from soft tissues or veins. We evaluate our methods on the CAD-PE dataset with the artery and vein vessel labels. The experimental results with the sen-sitivity of 78.1%, 84.2%, and 85.1% at one, two, and four false positives per scan have been achieved, which shows that our method achieves state-of-the-art performance and demonstrate promising assistance for diagnosis in clinical practice.",https://github.com/guojiajeremy/AANet,https://ieee-dataport.org/open-access/cad-pe;https://www.kaggle.com/datasets/andrewmvd/pulmonary-embolism-in-ct-images,https://link.springer.com/chapter/10.1007/978-3-031-16431-6_45,https://conferences.miccai.org/2022/papers/022-Paper0036.html
