Title,Authors,Topics,Abstract,Code,Dataset,PDF,Paper Page
A computational geometry approach for modeling neuronal fiber pathways,"Shailja, S.;Zhang, Angela;Manjunath, B.S.",Computational (Integrative) Pathology; Clinical applications - Neuroimaging - DWI and Tractography,"We propose a novel and efficient algorithm to model high-level topological structures of neuronal fibers. Tractography constructs complex neuronal fibers in three dimensions that exhibit the geometry of white matter pathways in the brain. However, most tractography analysis methods are time consuming and intractable. We develop a computational geometry-based tractography representation that aims to simplify the connectivity of white matter fibers. Given the trajectories of neuronal fiber pathways, we model the evolution of trajectories that encodes geometrically significant events and calculate their point correspondence in the 3D brain space. Trajectory inter-distance is used as a parameter to control the granularity of the model that allows local or global representation of the tractogram. Using diffusion MRI data from Alzheimer’s patient study, we extract tractography features from our model for distinguishing the Alzheimer’s subject from the normal control. Software implementation of our algorithm is available on GitHub",https://github.com/UCSB-VRL/ReebGraph,http://adni.loni.usc.edu/,https://doi.org/10.1007/978-3-030-87237-3_17,https://miccai2021.org/openaccess/paperlinks/2021/09/01/011-Paper0417.html
A Data-driven Approach for High Frame Rate Synthetic Transmit Aperture Ultrasound Imaging,"Chen, Yinran;Liu, Jing;Luo, Jianwen;Luo, Xiongbiao",Image Reconstruction,"This paper proposes a deep learning approach for high frame rate synthetic transmit aperture ultrasound imaging. The complete dataset of synthetic transmit aperture imaging benefits image quality in terms of lateral resolution and contrast at the expense of a low frame rate. To achieve high-frame-rate synthetic transmit aperture imaging, we propose a self-supervised network, i.e., ApodNet, to com-plete two tasks. (i) The encoder of ApodNet guides the high-frame-rate plane wave transmissions to acquire channel data with a set of optimized binary apodi-zation coefficients. (ii) The decoder of ApodNet recovers the complete dataset from the acquired channel data for the objective of two-way dynamic focusing. The image is finally reconstructed from the recovered dataset with conventional beamforming approach. We train the network with data from a standard tissue-mimicking phantom and validate the network with data from simulations and in-vivo experiments. Different loss functions are validated to determine the opti-mized ApodNet setup. The results of the simulations and the in-vivo experiments both demonstrate that, with a four-times higher frame rate, the proposed ApodNet setup achieves higher image contrast than other high-frame-rate methods. Fur-thermore, ApodNet has much shorter computational time for dataset recovery than the compared methods.",,,https://doi.org/10.1007/978-3-030-87231-1_40,https://miccai2021.org/openaccess/paperlinks/2021/09/01/012-Paper1815.html
A Deep Discontinuity-Preserving Image Registration Network,"Chen, Xiang;Xia, Yan;Ravikumar, Nishant;Frangi, Alejandro F.",Image Registration; Machine Learning - Weakly supervised learning,"Image registration aims to establish spatial correspondence across pairs, or groups of images, and is a cornerstone of medical image computing and computer-assisted-interventions. Currently, most deep learning-based registration methods assume that the desired deformation fields are globally smooth and continuous, which is not always valid for real-world scenarios, especially in medical image registration (e.g. cardiac imaging and abdominal imaging). Such a global constraint can lead to artefacts and increased errors at discontinuous tissue interfaces. To tackle this issue, we propose a weakly-supervised Deep Discontinuity-preserving Image Registration network (DDIR), to obtain better registration performance and realistic deformation fields. We demonstrate that our method achieves significant improvements in registration accuracy and predicts more realistic deformations, in registration experiments on cardiac magnetic resonance (MR) images from UK Biobank Imaging Study (UKBB), than state-of-the-art approaches.",https://github.com/cistib/DDIR,,https://doi.org/10.1007/978-3-030-87202-1_5,https://miccai2021.org/openaccess/paperlinks/2021/09/01/013-Paper0479.html
A Deep Learning Bidirectional Temporal Tracking Algorithm for Automated Blood Cell Counting from Non-invasive Capillaroscopy Videos,"Huang, Luojie;McKay, Gregory N.;Durr, Nicholas J.",Modalities - Video; Clinical applications - Vascular; Computational Anatomy and Physiology; Modalities - Microscopy,"Oblique back-illumination capillaroscopy has recently been introduced as an efficient method for non-invasive blood cell imaging inhuman capillaries. To apply this technique to clinical blood cell counting, solutions for automatic processing of acquired videos are needed. Here, we take the first step towards this goal, by introducing a novel deep learning multi-cell tracking model, named CycleTrack, which achieves accurate blood cell counting from capillaroscopic videos. CycleTrack combines two simple online tracking models, SORT and CenterTrack, and is tailored to features of capillary blood cell flow. Blood cells are tracked by displacement vectors in two opposing temporal directions between consecutive frames. This approach yields accurate tracking despite rapidly moving and deforming blood cells. The proposed model outperforms other baseline trackers, achieving 66.3% MOTA and 75.1% ID F1 score on test videos. CycleTrack achieves an average cell counting error of 3.42% among 8 1000-frame test videos, compared to 6.55% and 22.98% from original CenterTrack and SORT, with negligible time expense. It takes 800s to track and count approximately 8000 blood cells from 9,600 frames captured in a typical one-minute video. Moreover, the blood cell velocity measured by CycleTrack demonstrates a consistent, pulsatile pattern within the physiological range of heart rate. The project code is accessible online at: https://github.com/DurrLab/CycleTrack.",https://github.com/DurrLab/CycleTrack,,https://doi.org/10.1007/978-3-030-87237-3_40,https://miccai2021.org/openaccess/paperlinks/2021/09/01/014-Paper0773.html
A Deep Network for Joint Registration and Parcellation of Cortical Surfaces,"Zhao, Fenqiang;Wu, Zhengwang;Wang, Li;Lin, Weili;Xia, Shunren;Li, Gang",Image Registration; Clinical applications - Neuroimaging - Brain Development; Clinical applications - Neuroimaging - Others; Image Segmentation; Machine Learning - Semi-supervised learning; Modalities - MRI,"Cortical surface registration and parcellation are two essential steps in neuroimaging analysis. Conventionally, they are performed independently as two tasks, ignoring the inherent connections of these two closely-related tasks. Essentially, both tasks rely on meaningful cortical feature representations, so they can be jointly optimized by learning shared useful cortical features. To this end, we propose a deep learning framework for joint cortical surface registration and parcellation. Specifically, our approach leverages the spherical topology of cortical surfaces and uses a spherical network as the shared encoder to first learn shared features for both tasks. Then we train two task-specific decoders for registration and parcellation, respectively. We further exploit the more explicit connection between them by incorporating the novel parcellation map similarity loss to enforce the region-of-interests’ boundary consistency, thereby providing extra supervision for the registration task. Conversely, parcellation network training also benefits from the registration, which provides a large amount of augmented data by warping one surface with manual parcellation map to another surface, especially when only few manually-labeled surfaces are available. Experiments on a dataset with more than 600 cortical surfaces show that our approach achieves large improvements on both parcellation and registration accuracy (over separately trained networks) and enables training high-quality parcellation and registration models using much fewer labeled data.",https://github.com/zhaofenqiang/JointRegAndParc,,https://doi.org/10.1007/978-3-030-87202-1_17,https://miccai2021.org/openaccess/paperlinks/2021/09/01/015-Paper2146.html
A Deep Reinforced Tree-traversal Agent for Coronary Artery Centerline Extraction,"Li, Zhuowei;Xia, Qing;Hu, Zhiqiang;Wang, Wenji;Xu, Lijian;Zhang, Shaoting",Computer Aided Diagnosis; Clinical applications - Cardiac; Machine Learning - Reinforcement learning,"Vessel centerline extraction is fundamental for plentiful medical applications. Majority of current methods require pre-segmentations, distance maps or similar sorts of scanning whole volume action and followed by minimal-path or skeletonization algorithms. In this paper, we demonstrate a deep reinforced tree-traversal agent that automatically traces tree-structure centerlines assuming no post-prune or post-merging. It takes raw images as input and generates tree-structure centerlines naturally. To this end, road mark and dynamic reward mechanisms are proposed to make tree-structure vessels learnable and impart the agent how to learn correspondingly. Besides, a multi-task discriminator is raised to simultaneously detect bifurcations and decide terminations. We experimentally show that traced centerlines have an overlap of more than 90% and a distance less than 0.25mm with annotated reference centerlines on coronary arteries. Beyond the promising accuracy, the proposed method also surpasses other existing methods by a large margin in terms of the time and memory efficiency. And a flexible trade-off between accuracy and time efficiency is exhibited at the inference. Codes are available at https://github.com/LzVv123456/Deep-Reinforced-Tree-Traversal.",https://github.com/LzVv123456/Deep-Reinforced-Tree-Traversal,,https://doi.org/10.1007/978-3-030-87240-3_40,https://miccai2021.org/openaccess/paperlinks/2021/09/01/016-Paper1256.html
A Hierarchical Feature Constraint to CamouflageMedical Adversarial Attacks,"Yao, Qingsong;He, Zecheng;Lin, Yi;Ma, Kai;Zheng, Yefeng;Zhou, S. Kevin",Modalities - other,"Deep neural networks for medical images are extremely vulnerable to adversarial examples (AEs), which poses security concerns on clinical decision-making. Recent findings have shown that existing medical AEs are easy to detect in feature space. To better understand this phenomenon, we thoroughly investigate the characteristic of traditional medical AEs in feature space. Specifically, we first perform a stress test to reveal the vulnerability of medical images and compare them to natural images. Then, we theoretically prove that the existing adversarial attacks manipulate the prediction by continuously optimizing the vulnerable representations in a fixed direction, leading to outlier representations in feature space. Interestingly, we find this vulnerability is a double-edged sword that can be exploited to help hide AEs in the feature space. We propose a novel hierarchical feature constraint (HFC) as an add-on to existing white-box attacks, which encourages hiding the adversarial representation in the normal feature distribution. We evaluate the proposed method on two public medical image datasets, namely Fundoscopy and Chest X-Ray. Experimental results demonstrate the superiority of our HFC as it bypasses an array of state-of-the-art adversarial detectors more efficiently than competing adaptive attacks.",https://github.com/qsyao/Hierarchical_Feature_Constraint,,https://doi.org/10.1007/978-3-030-87199-4_4,https://miccai2021.org/openaccess/paperlinks/2021/09/01/017-Paper1101.html
A hybrid attention ensemble framework for zonal prostate segmentation,"Qiu, Mingyan;Zhang, Chenxi;Song, Zhijian",Image Segmentation; Modalities - MRI,"Accurate and automatic segmentation of the prostate sub-regions is of great importance for the diagnosis of prostate cancer and quantitative analysis of prostate. By analyzing the characteristics of prostate images, we propose a hybrid attention ensemble framework (HAEF) to automatically segment the central gland (CG) and peripheral zone (PZ) of the prostate from a 3D MR image. The proposed attention bridge module (ABM) in the HAEF helps the Unet to be more robust for cases with large differences in foreground size. In order to deal with low segmentation accuracy of the PZ caused by small proportion of PZ to CG, we gradually increase the proportion of voxels in the region of interest (ROI) in the image through a multi-stage cropping and then introduce self-attention mechanisms in the channel and spatial domain to enhance the multi-level semantic features of the target. Finally, post-processing methods such as ensemble and classification are used to refine the segmentation results. Extensive experiments on the dataset from NCI-ISBI 2013 Challenge demonstrate that the proposed framework can automatically and accurately segment the prostate sub-regions, with a mean DSC of 0.881 for CG and 0.821 for PZ, the 95% HDE of 3.57 mm for CG and 3.72 mm for PZ, and the ASSD of 1.08 mm for CG and 0.96 mm for PZ, and outperforms the state-of-the-art methods in terms of DSC for PZ and average DSC of CG and PZ.",,,https://doi.org/10.1007/978-3-030-87193-2_51,https://miccai2021.org/openaccess/paperlinks/2021/09/01/018-Paper1667.html
A Line to Align: Deep Dynamic Time Warping for Retinal OCT Segmentation,"Maier, Heiko;Faghihroohi, Shahrooz;Navab, Nassir",Image Segmentation; Clinical applications - Ophthalmology; Computer Aided Diagnosis; Modalities - Biophotonics,"In order to scan for or monitor retinal diseases, OCT is a useful diagnostic tool that allows to take high-resolution images of the retinal layers. For the aim of fully automated, semantic segmentation of OCT images, both graph based models and deep neural networks have been used so far. Here, we propose to interpret the semantic segmentation of 2D OCT images as a sequence alignment task. Splitting the image into its constituent OCT scanning lines (A-Modes), we align an anatomically justified sequence of labels to these pixel sequences, using dynamic time warping. Combining this dynamic programming approach with learned convolutional filters allows us to leverage the feature extraction capabilities of deep neural networks, while at the same time enforcing explicit guarantees in terms of the anatomical order of layers through the dynamic programming. We investigate both the solitary training of the feature extraction stage, as well as an end-to-end learning of the alignment. The latter makes use of a recently proposed, relaxed formulation of dynamic time warping, that allows us to backpropagate through the dynamic program to enable end-to-end training of the network. Complementing these approaches, a local consistency criterion for the alignment task is investigated, that allows to improve consistency in the alignment of neighbouring A-Modes. We compare this approach to two state of the art methods, showing favourable results.",,http://people.duke.edu/~sf59/Chiu_BOE_2014_dataset.htm,https://doi.org/10.1007/978-3-030-87193-2_67,https://miccai2021.org/openaccess/paperlinks/2021/09/01/019-Paper2349.html
A Location Constrained Dual-branch Network for Reliable Diagnosis of Jaw Tumors and Cysts,"Hu, Jiacong;Feng, Zunlei;Mao, Yining;Lei, Jie;Yu, Dan;Song, Mingli",Clinical applications - Oncology; Computer Aided Diagnosis; Image Segmentation; Machine Learning - Interpretability / Explainability; Modalities - other,"The jaw tumors and cysts are usually painless and asymptomatic, which poses a serious threat to patient life quality. Proper and accurate detection at the early stage will effectively relieve patients’ pain and avoid radical segmentation surgery. However, similar radiological characteristics of some tumors and cysts bring challenges for accurate and reliable diagnosis of tumors and cysts. What’s more, existing transfer learning based classification and detection methods for diagnosis of tumors and cysts have two drawbacks: a) diagnosis performance of the model is highly reliant on the number of lesion samples; b) the diagnosis results lack reliability. In this paper, we proposed a Location Constrained Dual-branch Network (LCD-Net) for reliable diagnosis of jaw tumors and cysts. To overcome the dependence on a large number of lesion samples, the features extractor of LCD-Net is pretrained with self-supervised learning on massive healthy samples, which are easier to collect. For similar radiological characteristics, the auxiliary segmentation branch is devised for extracting more distinguishable features. What’s more, the dual-branch network combined with the patch-covering data augmentation strategy and localization consistency loss is proposed to improve the model’s reliability. In the experiment, we collect 872 lesion panoramic radiographs and 10,000 healthy panoramic radiographs. Exhaustive experiments on the collected dataset show that LCD-Net achieves SOTA and reliable performance, which provides an effective tool for diagnosing jaw tumors and cysts.",,,https://doi.org/10.1007/978-3-030-87234-2_68,https://miccai2021.org/openaccess/paperlinks/2021/09/01/020-Paper0461.html
A Matrix Auto-encoder Framework to Align the Functional and Structural Connectivity Manifolds as Guided by Behavioral Phenotypes,"D'Souza, Niharika Shimona;Nebel, Mary Beth;Crocetti, Deana;Robinson, Joshua;Mostofsky, Stewart;Venkataraman, Archana",Clinical applications - Neuroimaging - Functional Brain Networks; Clinical applications - Neuroimaging - DWI and Tractography; Integration of Imaging with Non-Imaging Biomarkers; Machine Learning - Interpretability / Explainability; Outcome/disease prediction,"We propose a novel matrix autoencoder to map functional connectomes from resting state fMRI (rs-fMRI) to structural connectomes from Diffusion Tensor Imaging (DTI), as guided by subject-level phenotypic measures. Our specialized autoencoder infers a low dimensional manifold embedding for the rs-fMRI correlation matrices that mimics a canonical outer-product decomposition. The embedding is simultaneously used to reconstruct DTI tractography matrices via a second manifold alignment decoder and to predict inter-subject phenotypic variability via an artificial neural network. We validate our framework on a dataset of 275 healthy individuals from the Human Connectome Project database and on a second clinical dataset consisting of 57 subjects with Autism Spectrum Disorder. We demonstrate that the model reliably recovers structural connectivity patterns across individuals, while robustly extracting predictive and interpretable brain biomarkers in a cross-validated setting. Finally, our framework outperforms several baselines at predicting behavioral phenotypes in both real-world datasets.",https://github.com/Niharika-SD/Matrix-Autoencoder,https://www.humanconnectome.org/study/hcp-young-adult/data-releases,https://doi.org/10.1007/978-3-030-87234-2_59,https://miccai2021.org/openaccess/paperlinks/2021/09/01/021-Paper2515.html
