Title,Authors,Session,Keywords,TL;DR,Abstract,Community Implementations,PDF,Paper Page
Exploring Image Augmentations for Siamese Representation Learning with Chest X-Rays,Rogier Van der Sluijs;Nandita Bhaskhar;Daniel Rubin;Curtis Langlotz;Akshay S Chaudhari,Oral,Data Augmentations;Self-Supervised Learning;Siamese Representation Learning;Medical Imaging;Chest X-rays,"Tailored augmentation strategies for image-only Siamese representation learning can outperform supervised baselines with zero-shot learning, linear probing and fine-tuning for chest X-ray classification","Image augmentations are quintessential for effective visual representation learning across self-supervised learning techniques. While augmentation strategies for natural imaging have been studied extensively, medical images are vastly different from their natural counterparts. Thus, it is unknown whether common augmentation strategies employed in Siamese representation learning generalize to medical images and to what extent. To address this challenge, in this study, we systematically assess the effect of various augmentations on the quality and robustness of the learned representations. We train and evaluate Siamese Networks for abnormality detection on chest X-Rays across three large datasets (MIMIC-CXR, CheXpert and VinDr-CXR). We investigate the efficacy of the learned representations through experiments involving linear probing, fine-tuning, zero-shot transfer, and data efficiency. Finally, we identify a set of augmentations that yield robust representations that generalize well to both out-of-distribution data and diseases, while outperforming supervised baselines using just zero-shot transfer and linear probes by up to 20%. Our code is available at https://github.com/StanfordMIMI/siaug.",https://www.catalyzex.com/paper/exploring-image-augmentations-for-siamese/code,https://openreview.net/pdf/95c8eae717c7e40ded9e38270bb3494a65ff89a9.pdf,https://openreview.net/forum?id=xkmhsBITaCw
Frozen Language Model Helps ECG Zero-Shot Learning,Jun Li;Che Liu;Sibo Cheng;Rossella Arcucci;Shenda Hong,Oral,Zero-shot learning;Language model;ECG;Signal processing;Multimodal self-supervised learning,We propose a multi-modal contrast learning approach for ECG zero-shot learning.,"The electrocardiogram (ECG) is one of the most commonly used non-invasive, convenient medical monitoring tools that assist in the clinical diagnosis of heart diseases. Recently, deep learning (DL) techniques, particularly self-supervised learning (SSL), have demonstrated great potential in the classification of ECGs. SSL pre-training has achieved competitive performance with only a small amount of annotated data after fine-tuning. However, current SSL methods rely on the availability of annotated data and are unable to predict labels not existing in fine-tuning datasets. To address this challenge, we propose \textbf{M}ultimodal \textbf{E}CG-\textbf{T}ext \textbf{S}elf-supervised pre-training (METS), \textbf{the first work} to utilize the auto-generated clinical reports to guide ECG SSL pre-training. We use a trainable ECG encoder and a frozen language model to embed paired ECGs and automatically machine-generated clinical reports separately, then the ECG embedding and paired report embedding are compared with other unpaired embeddings. In downstream classification tasks, METS achieves around 10\% improvement in performance without using any annotated data via zero-shot classification, compared to other supervised and SSL baselines that rely on annotated data. Furthermore, METS achieves the highest recall and F1 scores on the MIT-BIH dataset, despite MIT-BIH containing different classes of ECGs compared to the pre-trained dataset. The extensive experiments have demonstrated the advantages of using ECG-Text multimodal self-supervised learning in terms of generalizability and effectiveness.",,https://openreview.net/pdf/ac8ef3541e1d48f213b31319014e459a077b72d8.pdf,https://openreview.net/forum?id=UAr59yTUWR2
Generalizing Unsupervised Anomaly Detection: Towards Unbiased Pathology Screening,Cosmin I. Bercea;Benedikt Wiestler;Daniel Rueckert;Julia A Schnabel,Oral,Unsupervised Anomaly Detection;Pathology Screening,Moving beyond hyperintensity thresholding: This paper analyzes the challenges and outlines opportunities for advancing the field of unsupervised anomaly detection.,"The main benefit of unsupervised anomaly detection is the ability to identify arbitrary instances of pathologies even in the absence of training labels or sufficient examples of the rare class(es). Even though much work has been done on using auto-encoders (AE) for anomaly detection, there are still two critical challenges to overcome: First, learning compact and detailed representations of the healthy distribution is cumbersome. Second, the majority of unsupervised algorithms are tailored to detect hyperintense lesions on FLAIR brain MR scans.
We found that even state-of-the-art (SOTA) AEs fail to detect several classes of non-hyperintense anomalies on T1w brain MRIs, such as brain atrophy, edema, or resections. In this work, we propose \textit{reversed AEs (RA)} to generate pseudo-healthy reconstructions and localize various brain pathologies. Our method outperformed SOTA methods on T1w brain MRIs, detecting more global anomalies (AUROC increased from 73.1 to 89.4) and local pathologies (detection rate increased from 52.6% to 86.0%).",,https://openreview.net/pdf/1ff38cf3722bd9c17758b37c3ee6d26abfe16452.pdf,https://openreview.net/forum?id=8ojx-Ld3yjR
GeoLS: Geodesic Label Smoothing for Image Segmentation,Sukesh Adiga Vasudeva;Jose Dolz;Herve Lombaert,Oral,Image Segmentation;Geodesic Distance;Label Smoothing,"Geodesic distance based label smoothing for image segmentation, which captures spatial relation and image context","Smoothing hard-label assignments have emerged as a popular strategy in training discriminative models. Nevertheless, most existing approaches are typically designed for classification tasks, ignoring underlying properties of dense prediction problems, such as medical image segmentation. First, these strategies often ignore the spatial relations between a given pixel and its neighbors. And second, the image context associated with each label is overlooked, which can convey important information about potential errors or ambiguities in the segmentation masks. To address these limitations, we propose in this work geodesic label smoothing (GeoLS), which integrates image information into the label smoothing process by leveraging the geodesic distance transform of the images. As the resulting label assignment is based on the computed geodesic map, class-wise relationships in the soft-labels are better modeled, as it considers image gradients at the boundary of two or more categories. Furthermore, spatial pixel-wise relationships are captured in the geodesic distance transform, integrating richer information than resorting to the Euclidean distance between pixels. We evaluate our method on two publicly available segmentation benchmarks and compare them to popular segmentation loss functions that directly modify the standard hard-label assignments. The proposed geodesic label smoothing improves the segmentation accuracy over existing soft-labeling strategies, demonstrating the validity of integrating image information into the label smoothing process. The code to reproduce our results is available at https://github.com/adigasu/GeoLS",,https://openreview.net/pdf/66b4aa4c9863a859cae898a02af30ab0f9b69668.pdf,https://openreview.net/forum?id=mTIP1bkmR0q
Improving Segmentation of Objects with Varying Sizes in Biomedical Images using Instance-wise and Center-of-Instance Segmentation Loss Function,Febrian Rachmadi;Charissa Poon;henrik skibbe,Oral,Instance-wise and Center-of-Instance segmentation loss;segmentation loss,This paper presents a novel Instance-wise and Center-of-Instance (ICI) loss which improved the segmentation of multiple instances with various sizes in biomedical images and significantly outperformed the Dice loss and blob loss.,"In this paper, we propose a novel two-component loss for biomedical image segmentation tasks called the Instance-wise and Center-of-Instance (ICI) loss, a loss function that addresses the instance imbalance problem commonly encountered when using pixel-wise loss functions such as the Dice loss. The Instance-wise component improves the detection of small instances or ``blobs"" in image datasets with both large and small instances. The Center-of-Instance component improves the overall detection accuracy. We compared the ICI loss with two existing losses, the Dice loss and the blob loss, in the task of stroke lesion segmentation using the ATLAS R2.0 challenge dataset from MICCAI 2022. Compared to the other losses, the ICI loss provided a better balanced segmentation, and significantly outperformed the Dice loss with an improvement of $1.7-3.7\%$ and the blob loss by $0.6-5.0\%$ in terms of the Dice similarity coefficient on both validation and test set, suggesting that the ICI loss is a potential solution to the instance imbalance problem.",https://www.catalyzex.com/paper/improving-segmentation-of-objects-with/code,https://openreview.net/pdf/f3088de14f1ffa9b390c16b0a37986ade1fb28aa.pdf,https://openreview.net/forum?id=8o83y0_YtE
Inherent Consistent Learning for Accurate Semi-supervised Medical Image Segmentation,Ye Zhu;Jie Yang;Siqi Liu;Ruimao Zhang,Oral,Semi-supervised Learning;Medical Image Analysis;Semantic Segmentation,,"Semi-supervised medical image segmentation has attracted much attention in recent years because of the high cost of medical image annotations. In this paper, we propose a novel Inherent Consistent Learning (ICL) method, aims to learn robust semantic category representations through the semantic consistency guidance of labeled and unlabeled data to help segmentation. In practice, we introduce two external modules, namely Supervised Semantic Proxy Adaptor (SSPA) and Unsupervised Semantic Consistent Learner (USCL) that is based on the attention mechanism to align the semantic category representations of labeled and unlabeled data, as well as update the global semantic representations over the entire training set. The proposed ICL is a plug-and-play scheme for various network architectures, and the two modules are not involved in the testing stage. Experimental results on three public benchmarks show that the proposed method can outperform the state-of-the-art, especially when the number of annotated data is extremely limited. Code is available at: https://github.com/zhuye98/ICL.git",https://www.catalyzex.com/paper/inherent-consistent-learning-for-accurate/code,https://openreview.net/pdf/255a62f087fe43b1d4fbc7343ba08359a32ca5d7.pdf,https://openreview.net/forum?id=diXhe9kUnQ
Joint Breast Neoplasm Detection and Subtyping using Multi-Resolution Network Trained on Large-Scale H&E Whole Slide Images with Weak Labels,Adam Casson;Siqi Liu;Ran A Godrich;Hamed Aghdam;Donghun Lee;Kasper Malfroid;Brandon Rothrock;Christopher Kanan;Juan Retamero;Matt Hanna;Ewan Millar;David Klimstra;Thomas Fuchs,Oral,Digital pathology;Deep learning;Breast neoplasm;Breast cancer;Weakly supervised learning,,"Breast cancer is the most commonly diagnosed cancer and the use of artificial intelligence (AI) to help diagnose the disease from digital pathology images has the potential to greatly improve patient outcomes. However, current methods for detecting, segmenting, and sub-typing breast neoplasms and other proliferative lesions often rely on costly and time-consuming manual annotation efforts, which can be impractical for large-scale datasets. In this work, we propose an annotation-free learning framework to jointly detect, segment, and subtype breast neoplasms. Our approach leverages top-k multiple instance learning to train an initial neoplasm detection backbone network from weakly-labeled whole slide images, which is then used to automatically generate pixel-level pseudo-labels for whole slides with only one subtype. A second network is trained using these pseudo-labels, and slide-level classification is performed by training an aggregator network that fuses the embeddings from both backbone networks. We trained and validated our framework on large-scale datasets with more than 100k whole slide images and demonstrate its effectiveness on tasks including breast neoplasms detection, segmentation, and subtyping.",,https://openreview.net/pdf/b0bec621e1c5e2dc3cb8e751250e26e44372e113.pdf,https://openreview.net/forum?id=rXVtHHFLRIz
Know Your Space: Inlier and Outlier Construction for Calibrating Medical OOD Detectors,Vivek Narayanaswamy;Yamen Mubarka;Rushil Anirudh;Deepta Rajan;Andreas Spanias;Jayaraman J. Thiagarajan,Oral,Deep neural networks;out-of-distribution detection;data augmentation;energy;medical imaging;open-set recognition,Method for training calibrated OOD detectors for flagging medical imaging anomalies via latent space inlier and pixel space outlier augmentations.,"We focus on the problem of producing well-calibrated out-of-distribution (OOD) detectors, in order to enable safe deployment of medical image classifiers. Motivated by the difficulty of curating suitable calibration datasets, synthetic augmentations have become highly prevalent for inlier/outlier specification. While there have been rapid advances in data augmentation techniques, this paper makes a striking finding that the space in which the inliers and outliers are synthesized, in addition to the type of augmentation, plays a critical role in calibrating OOD detectors. Using the popular energy-based OOD detection framework, we find that the optimal protocol is to synthesize latent-space inliers along with diverse pixel-space outliers. Based on empirical studies with multiple medical imaging benchmarks, we demonstrate that our approach consistently leads to superior OOD detection ($15\% - 35\%$ in AUROC) over the state-of-the-art in a variety of open-set recognition settings.",,https://openreview.net/pdf/38166d8d2569719f9ef9ff35671a21d5a76891b7.pdf,https://openreview.net/forum?id=RU7fr0-M8N
Learning Clinically Acceptable Segmentation of Organs at Risk in Cervical Cancer Radiation Treatment from Clinically Available Annotations,Monika Grewal;Dustin van Weersel;Henrike Westerveld;Peter Bosman;Tanja Alderliesten,Oral,organs at risk;segmentation;deep learning;missing annotations,Learning Clinically Acceptable OARs Segmentation,"Deep learning models benefit from training with a large dataset (labeled or unlabeled). Following this motivation, we present an approach to learn a deep learning model for the automatic segmentation of Organs at Risk (OARs) in cervical cancer radiation treatment from a large clinically available dataset of Computed Tomography (CT) scans containing data inhomogeneity, label noise, and missing annotations. We employ simple heuristics for automatic data cleaning to minimize data inhomogeneity and label noise. Further, we develop a semi-supervised learning approach utilizing a teacher-student setup, annotation imputation, and uncertainty-guided training to learn in presence of missing annotations. Our experimental results show that learning from a large dataset with our approach yields a significant improvement in the test performance despite missing annotations in the data. Further, the contours generated from the segmentation masks predicted by our model are found to be equally clinically acceptable as manually generated contours.",,https://openreview.net/pdf/7149a6d0417542347b09cc182c95b9f710727536.pdf,https://openreview.net/forum?id=uPRFWdz03_
Learning to Compare Longitudinal Images,Heejong Kim;Mert R. Sabuncu,Oral,Self-supervised Learning;Longitudinal Analysis;Pairwise Comparison,We present a simple image-pair-based learning approach that captures meaningful longitudinal changes without requiring preprocessing as a novel way for analyzing longitudinal imaging data.,"Longitudinal studies, where a series of images from the same set of individuals are acquired at different time-points, represent a popular technique for studying and characterizing temporal dynamics in biomedical applications. The classical approach for longitudinal comparison involves normalizing for nuisance variations, such as image orientation or contrast differences, via pre-processing. Statistical analysis is, in turn, conducted to detect changes of interest, either at the individual or population level. This classical approach can suffer from pre-processing issues and limitations of the statistical modeling. For example, normalizing for nuisance variation might be hard in settings where there are a lot of idiosyncratic changes. In this paper, we present a simple machine learning-based approach that can alleviate these issues. In our approach, we train a deep learning model (called PaIRNet, for Pairwise Image Ranking Network) to compare pairs of longitudinal images, with or without supervision. In the self-supervised setup, for instance, the model is trained to temporally order the images, which requires learning to recognize time-irreversible changes. Our results from four datasets demonstrate that PaIRNet can be very effective in localizing and quantifying meaningful longitudinal changes while discounting nuisance variation. Our code is available at \url{https://github.com/heejong-kim/learning-to-compare-longitudinal-images}",https://www.catalyzex.com/paper/learning-to-compare-longitudinal-images/code,https://openreview.net/pdf/02e73a1cc7041b2bda0102b815405827225166f6.pdf,https://openreview.net/forum?id=l17YFzXLP53
MMCFormer: Missing Modality Compensation Transformer for Brain Tumor Segmentation,Sanaz Karimijafarbigloo;Reza Azad;Amirhossein Kazerouni;Saeed Ebadollahi;Dorit Merhof,Oral,Transformer;Missing Modality;Segmentation;MRI;Medical,"MMCFormer is a co-training network, which proposed global contextual agreement and modality-specific tokens","Human brain tumours and more specifically gliomas are amongst the most life-threatening cancers which usually arise from abnormal growth of the glial stem cells. In practice, Magnetic Resonance Imaging (MRI) modalities, which offer different contrasts to elucidate tissue properties, provide comprehensive information regarding the brain’s structure and also potential clues for detecting tumors. Hence, multi-modal MRI is commonly utilized for the diagnosis of brain tumors. However, since the set of acquired modalities may vary between clinical sites, brain tumor studies may miss one or two MRI modalities. To address missing information in an end-to-end manner, we propose MMCFormer, a novel missing modality compensation network. Our strategy builds upon 3D efficient transformer blocks and uses a co-training strategy to effectively train a missing modality network. To ensure feature consistency in a multi-scale fashion, MMCFormer utilizes global contextual agreement modules in each scale of the encoders. Furthermore, to transfer modality-specific representations, we propose to incorporate auxiliary tokens in the bottleneck stage to model interaction between full and missing-modality paths. On top of that, we include feature consistency losses to reduce the domain gap in network prediction and increase the prediction reliability for the missing modality path. Extensive experiments on the BraTS 2018 dataset demonstrate the benefits of our approach compared to competing approaches. The implementation code will be publicly available after the paper acceptance.",,https://openreview.net/pdf/3f54428b942f3244c67800880f322550dd942635.pdf,https://openreview.net/forum?id=PD0ASSmvlE
Model Adaptive Tooth Segmentation,Ruizhe Chen;Jianfei Yang;YANG FENG;Jin Hao;Zuozhu Liu,Oral,Tooth Segmentation;Domain Adaptation;Cross-center Validation,,"Automatic 3-dimensional tooth segmentation on intraoral scans (IOS) plays a pivotal role in computer-aided orthodontic treatments. In practice, deploying existing well-trained models to different medical centers suffers from two main problems: (1) the data distribution shifts between existing and new centers, (2) the data in the existing center is usually not allowed to share while annotating additional data in the new center is time-consuming and expensive. In this paper, we propose a Model Adaptive Tooth Segmentation (MATS) framework to alleviate these issues. Taking the trained model from a source center as input, MATS adapts it to different target centers without data transmission or additional annotations, as inspired by the source data-free domain adaptation (SFDA) paradigm. The model adaptation in MATS is realized by a tooth-level feature prototype learning module, a progressive pseudo-labeling module and a tooth-prior regularized information maximization loss. Experiments on a dataset with tooth abnormalities and a real-world cross-center dataset show that MATS can consistently surpass existing baselines. The effectiveness is further verified with extensive ablation studies and statistical analysis, demonstrating its applicability for privacy-preserving tooth segmentation in real-world digital dentistry.",,https://openreview.net/pdf/cb3d12d73e014a4e3e70f3df25e56263022a21ca.pdf,https://openreview.net/forum?id=O2DerS5oQ1
