Title,Authors,Session,Keywords,TL;DR,Abstract,Community Implementations,PDF,Paper Page
Efficiently correcting patch-based segmentation errors to control image-level performance in retinal images,Patrick Köhler;Jeremiah Fadugba;Philipp Berens;Lisa M. Koch,Oral,Quality Control;Segmentation;Retinal Blood Vessels;Fundus,,"Segmentation models which are deployed into clinical practice need to meet a quality standard for each image. Even when models perform well on average, they may fail at segmenting individual images with a sufficiently high quality. We propose a combined quality control and error correction framework to reach the desired segmentation quality in each image. Our framework recommends the necessary number of local patches for manual review and estimates the impact of the intervention on the Dice Score of the corrected segmentation. This allows to trade off segmentation quality against time invested into manual review. We select the patches based on uncertainty maps obtained from an ensemble of segmentation models. We evaluated our method on retinal vessel segmentation on fundus images, where the Dice Score increased substantially after reviewing only a few patches. Our method accurately estimated the review’s impact on the Dice Score and we found that our framework controls the quality standard efficiently, i.e. reviewing as little as necessary.",,https://openreview.net/pdf/f0b7c498d8b27e1bc46e2cecab1289132369b19b.pdf,https://openreview.net/forum?id=DDHRGHfwji
Evaluating Age-Related Anatomical Consistency in Synthetic Brain MRI against Real-World Alzheimer's Disease Data.,Hadya Yassin;Jana Fehr;Wei-Cheng Lai;Alina Krichevsky;Alexander Rakowski;Christoph Lippert,Oral,Evaluating Generative Models;MRI;Alzheimer's;Anatomical Consistency.,,"This study examines the realism of medical images created with deep generative models, specifically their replication of aging and Alzheimer's disease (AD) related anatomical changes. Previous research focused on developing generative methods with limited attention to image fidelity. We aim to assess the resemblance of brain MRI generated by a StyleGAN3 model with causal controls to neurodegenerative changes. For a benchmark, we conducted a visual Turing test (VTT) to see if radiologists could distinguish between synthetic and real images. Then, we employed a U-Net-based model to segment hallmarks relevant to normal aging and (AD). Finally, we conducted statistical tests for our hypothesis that no significant differences existed between real and synthetic images. (VTT) results showed radiologists struggled to differentiate between image types, highlighting (VTT)'s limitations due to subjectivity and time constraints. We found slight hippocampus distribution differences ($\textit{P}$ = 5.7e-2) and significant lateral ventricle discrepancies ($\textit{P}$s $<$ 5.0e-2), indicating higher hippocampus realism and ventricle size inconsistencies. The model more effectively simulated changes in the hippocampus than in the lateral ventricles, where difficulties were encountered with certain subgroups. We conclude that the (VTT) alone is inadequate for a comprehensive quality evaluation, promoting a more objective approach. Future research could adapt our approach to evaluate other generated medical images intended for different downstream tasks. For reproducibility, we provide detailed code implementation$^1$.",,https://openreview.net/pdf/fb788dc46beaf5a316f74a6fb1d3cf68a572129d.pdf,https://openreview.net/forum?id=h1YFt5erJ7
Exploring Transfer Learning in Medical Image Segmentation using Vision-Language Models,Kanchan Poudel;Manish Dhakal;Prasiddha Bhandari;Rabin Adhikari;Safal Thapaliya;Bishesh Khanal,Oral,Medical Image Segmentation;Vision Language Segmentation Models;Vision Language Models;Domain Transfer;Transfer Learning;CLIP,,"Medical image segmentation allows quantifying target structure size and shape, aiding in disease diagnosis, prognosis, surgery planning, and comprehension. Building upon recent advancements in foundation Vision-Language Models (VLMs) from natural image-text pairs, several studies have proposed adapting them to Vision-Language Segmentation Models (VLSMs) that allow using language text as an additional input to segmentation models. Introducing auxiliary information via text with human-in-the-loop prompting during inference opens up unique opportunities, such as open vocabulary segmentation and potentially more robust segmentation models against out-of-distribution data.
Although transfer learning from natural to medical images has been explored for image-only segmentation models, the joint representation of vision-language in segmentation problems remains underexplored. This study introduces the first systematic study on transferring VLSMs to 2D medical images, using carefully curated $11$ datasets encompassing diverse modalities and insightful language prompts and experiments. Our findings demonstrate that although VLSMs show competitive performance compared to image-only models
for segmentation after finetuning in limited medical image datasets, not all VLSMs utilize the additional information from language prompts, with image features playing a dominant role. While VLSMs exhibit enhanced performance in handling pooled datasets with diverse
modalities and show potential robustness to domain shifts compared to conventional segmentation models, our results suggest that novel approaches are required to enable VLSMs to leverage the various auxiliary information available through language prompts. The code and datasets are available at https://github.com/naamiinepal/medvlsm.",,https://openreview.net/pdf/2498d95b2108f9ffd88da89fd627c847684e84df.pdf,https://openreview.net/forum?id=sN3sDKkGeN
Feasibility and benefits of joint learning from MRI databases with different brain diseases and modalities for segmentation,Wentian Xu;Matthew Moffat;Thalia Seale;Ziyun Liang;Felix Wagner;Daniel Whitehouse;David Menon;Virginia Newcombe;Natalie Voets;Abhirup Banerjee;Konstantinos Kamnitsas,Oral,brain;lesions;segmentation;multi-modal;MRI;heterogeneous data,,"Models for segmentation of brain lesions in multi-modal MRI are commonly trained for a specific pathology using a single database with a predefined set of MRI modalities, determined by a protocol for the specific disease.
This work explores the following open questions: Is it feasible to train a model using multiple databases that contain varying sets of MRI modalities and annotations for different brain pathologies? Will this joint learning benefit performance on the sets of modalities and pathologies available during training? Will it enable analysis of new databases with different sets of modalities and pathologies? We develop and compare different methods and show that promising results can be achieved with appropriate, simple and practical alterations to the model and training framework. We experiment with 7 databases containing 5 types of brain pathologies and different sets of MRI modalities. Results demonstrate, for the first time, that joint training on multi-modal MRI databases with different brain pathologies and sets of modalities is feasible and offers practical benefits. It enables a single model to segment pathologies encountered during training in diverse sets of modalities, while facilitating segmentation of new types of pathologies such as via follow-up fine-tuning. The insights this study provides into the potential and limitations of this paradigm should prove useful for guiding future advances in the direction. 
Code and pretrained models: https://github.com/WenTXuL/MultiUnet",,https://openreview.net/pdf/f2a8564e3e180a63d63349fc661937f2322b2efb.pdf,https://openreview.net/forum?id=z0r388Sbv3
Finite Volume Informed Graph Neural Network for Myocardial Perfusion Simulation,Raoul Sallé de Chou;Matthew Sinclair;Sabrina Lynch;Nan Xiao;Laurent Najman;Irene Vignon-clementel;Hugues Talbot,Oral,Graph Neural Network;Partial Differential Equations;Physics-informed Neural Network;Finite Volume method;Computed Tomography;Digital twins;Perfusion simulation,,"Medical imaging and numerical simulation of partial differential equations (PDEs) representing biophysical processes, have been combined in the past few decades to provide noninvasive diagnostic and treatment prediction tools for various diseases. Most approaches involve solving computationally expensive PDEs, which can hinder their effective deployment in clinical settings. To overcome this limitation, deep learning has emerged as a promising method to accelerate numerical solvers. One challenge persists however in the generalization abilities of these models, given the wide variety of patient morphologies. This study addresses this challenge by introducing a physics-informed graph neural network designed to solve Darcy equations for the simulation of myocardial perfusion. Leveraging a finite volume discretization of the equations as a ""physics-informed"" loss, our model was successfully trained and tested on a 3D synthetic dataset, namely meshes representing simplified myocardium shapes. Subsequent evaluation on a genuine myocardium mesh, extracted from patient Computed Tomography images, demonstrated promising results and generalized capabilities. Such a fast solver, within a differentiable learning framework will enable to tackle inverse problems based on $\text{H}_2$O-PET perfusion imaging data.",,https://openreview.net/pdf/5d84be2c0a796b1379db541ff70ac21829a45221.pdf,https://openreview.net/forum?id=CTJ5ERXOYE
FluidRegNet: Longitudinal registration of retinal OCT images with new pathological fluids,Julia Andresen;Jan Ehrhardt;Claus von der Burchard;Ayse Tatli;Johann Roider;Heinz Handels;Hristina Uzunova,Oral,Image registration;unsupervised deep learning;optical coherence tomography;retinal fluids;image segmentation,,"Eye diseases such as the chronic central serous chorioretinopathy are characterized by fluid deposits that alter the retina and impair vision. These fluids occur at irregular intervals and may dissolve spontaneously or thanks to treatment. Accurately capturing this behavior within an image registration framework is challenging due to the resulting prominent tissue deformations and missing image correspondences between visits. This paper presents FluidRegNet, a convolutional neural network for the registration of successive optical coherence tomography images of the retina. The correspondence between time points is established by predicting the position of the origin of the fluids by creating a fluid seed in the form of sparse intensity offsets in the moving image and registering the fluid seed to the affected area in the follow-up image. We show that this leads to deformation fields that more accurately reflect the actual dynamics of retinal fluid growth compared to other image registration methods. In addition, the network outputs are used for unsupervised fluid segmentation.",,https://openreview.net/pdf/4f2f6b5668f3a3d7b201c9b63f4a18e8554e3421.pdf,https://openreview.net/forum?id=RsP618PEFF
From Barlow Twins to Triplet Training: Differentiating Dementia with Limited Data,Yitong Li;Tom Nuno Wolf;Sebastian Pölsterl;Igor Yakushev;Dennis M. Hedderich;Christian Wachinger,Oral,differential diagnosis;dementia;self-supervised learning;knowledge distillation;limited data;transfer learning,,"Differential diagnosis of dementia is challenging due to overlapping symptoms, with structural magnetic resonance imaging (MRI) being the primary method for diagnosis. Despite the clinical value of computer-aided differential diagnosis, research has been limited, mainly due to the absence of public datasets that contain diverse types of dementia. This leaves researchers with small in-house datasets that are insufficient for training deep neural networks (DNNs). Self-supervised learning shows promise for utilizing unlabeled MRI scans in training, but small batch sizes for volumetric brain scans make its application challenging. To address these issues, we propose Triplet Training for differential diagnosis with limited target data. It consists of three key stages: (i) self-supervised pre-training on unlabeled data with Barlow Twins, (ii) self-distillation on task-related data, and (iii) fine-tuning on the target dataset. Our approach significantly outperforms traditional training strategies, achieving a balanced accuracy of 75.6%. We further provide insights into the training process by visualizing changes in the latent space after each step. Finally, we validate the robustness of Triplet Training in terms of its individual components in a comprehensive ablation study. Our code is available at https://github.com/ai-med/TripletTraining.",,https://openreview.net/pdf/ae79f1cd8af1347d7c64c70cf12519deb43c50d8.pdf,https://openreview.net/forum?id=7iW2nuL2lS
Generating Cerebral Vessel Trees of Acute Ischemic Stroke Patients using Conditional Set-Diffusion,Thijs P. Kuipers;Praneeta R. Konduri;Henk Marquering;Erik J Bekkers,Oral,deep learning;diffusion;conditional;cerebral vessels;arteries;stroke;in-silico modeling,,"The advancements in computational modeling and simulations have facilitated the emergence of in-silico clinical trials (ISCTs). ISCTs are valuable in developing and evaluating novel treatments targeting acute ischemic stroke (AIS), a prominent contributor to both mortality and disability rates. However, obtaining large populations of accurate anatomical structures that are required as input to ISCTs is labor-intensive and time-consuming. In this work, we propose and evaluate diffusion-based generative modeling and set transformers to generate a population of synthetic intracranial vessel tree centerlines with associated radii and vessel types. We condition our model on the presence of an occlusion in the middle cerebral artery, a frequently occurring occlusion location in AIS patients. Our analysis of generated synthetic populations shows that our model accurately produces diverse and realistic cerebral vessel trees that represent the geometric characteristics of the real population.",,https://openreview.net/pdf/1c8ccbccb73cbe247f900ba9140e13e5223e5943.pdf,https://openreview.net/forum?id=2IwCwawQH4
Hidden in Plain Sight: Undetectable Adversarial Bias Attacks on Vulnerable Patient Populations,Pranav Kulkarni;Andrew Chan;Nithya Navarathna;Skylar Chan;Paul Yi;Vishwa Sanjay Parekh,Oral,Adversarial Bias;Generalizability;Security;Data Poisoning;Chest X-Ray,,"The proliferation of artificial intelligence (AI) in radiology has shed light on the risk of deep learning (DL) models exacerbating clinical biases towards vulnerable patient populations. While prior literature has focused on quantifying biases exhibited by trained DL models, demographically targeted adversarial bias attacks on DL models and its implication in the clinical environment remains an underexplored field of research in medical imaging. In this work, we demonstrate that demographically targeted label poisoning attacks can introduce undetectable underdiagnosis bias in DL models. Our results across multiple performance metrics and demographic groups like sex, age, and their intersectional subgroups show that adversarial bias attacks demonstrate high-selectivity for bias in the targeted group by degrading group model performance without impacting overall model performance. Furthermore, our results indicate that adversarial bias attacks result in biased DL models that propagate prediction bias even when evaluated with external datasets.",,https://openreview.net/pdf/5c3eb4596d02425dcb31a504d871245cbbeb4d82.pdf,https://openreview.net/forum?id=LpUNSwHp0O
HoVer-NeXt: A Fast Nuclei Segmentation and Classification Pipeline for Next Generation Histopathology,Elias Baumann;Bastian Dislich;Josef Lorenz Rumberger;Iris D. Nagtegaal;Maria Rodriguez Martinez;Inti Zlobec,Oral,Panoptic segmentation;Nuclei segmentation and classification;Deep Learning;Histopathology;Colorectal Cancer,,"In cancer, a variety of cell types, along with their local density and spatial organization within tissues, play a key role in driving cancer progression and modulating patient outcomes. At the basis of cancer diagnosis is the histopathological assessment of tissues, stained by hematoxylin & eosin (H&E), which gives the nuclei of cells a dark purple appearance, making them particularly distinguishable and quantifiable. The identification of individual nuclei, whether in a proliferating (mitosis) or resting state, and their further phenotyping (e.g. immune cells) is the foundation on which histopathology images can be used for further investigations into cellular interaction, prognosis or response prediction. To this end, we develop a H&E based nuclei segmentation and classification model that is both fast (1.8s/mm2 at 0.5mpp, 3.2s/mm2 at 0.25mpp) and accurate (0.84 binary F1, 0.758 mean balanced Accuracy) which allows us to investigate the cellular composition of large-scale colorectal cancer (CRC) cohorts. We extend the publicly available Lizard CRC nuclei dataset with a mitosis class and publish further validation data for the rarest classes: mitosis and eosinophils. Moreover, our pipeline is 5× faster than the CellViT pipeline, 17× faster than the HoVer-Net pipeline, and performs competitively on the PanNuke pan-cancer nuclei dataset (47.7 mPQTiss, +3% over HoVer-Net). Our work paves the way towards extensive single-cell information directly from H&E slides, leading to a quantitative view of whole slide images. Code, model weights as well as all additional training and validation data, are publicly available on github.",,https://openreview.net/pdf/57cc642ebad36485fd3d45b65722bf65f08fc4df.pdf,https://openreview.net/forum?id=3vmB43oqIO
ICL-SAM: Synergizing In-context Learning Model and SAM in Medical Image Segmentation,Jiesi Hu;Yang Shang;Yanwu Yang;Xutao Guo;Hanyang Peng;Ting Ma,Oral,Segmentation;In-context learning;SAM,,"Medical image segmentation, a field facing domain shifts due to diverse imaging modal- ities and biomedical domains, has made strides with the development of robust models. The In-Context Learning (ICL) model, like UniverSeg, demonstrates robustness to domain shifts with support image-label pairs in varied medical imaging segmentation tasks. How- ever, its performance is still unsatisfied. On the other hand, the Segment Anything Model (SAM) stands out as a powerful universal segmentation model. In this work, we intro- duce a novel methodology, ICL-SAM, that integrates the superior performance of SAM with the ICL model to create more effective segmentation models within the in-context learning paradigm. Our approach employs SAM to refine segmentation results from ICL model and leverages ICL model to generate prompts for SAM, eliminating the need for manual prompt provision. Additionally, we introduce a semantic confidence map gener- ation method into our framework to guide the prediction of both ICL model and SAM, thereby further enhancing segmentation accuracy. Our method has been extensively eval- uated across multiple medical imaging contexts, including fundus, MRI, and CT images, spanning five datasets. The results demonstrate significant performance improvements, particularly in settings with few support pairs, where our method can achieve over a 10% increase in the Dice coefficient compared to cutting edge ICL model. Our code will be publicly available.",,https://openreview.net/pdf/4d1b81a2fc459e43945becaa6df59c4f5b744fc9.pdf,https://openreview.net/forum?id=Y1BeK8dTno
IHCScoreGAN: An unsupervised generative adversarial network for end-to-end ki67 scoring for clinical breast cancer diagnosis,Carl Molnar;Thomas E. Tavolara;Christopher A. Garcia;David S. McClintock;Mark D. Zarella;Wenchao Han,Oral,Generative adversarial networks;unsupervised learning;computational pathology;Ki67 scoring;breast cancer,,"Ki67 is a biomarker whose activity is routinely measured and scored by pathologists through  immunohistochemistry (IHC) staining, which informs clinicians of patient prognosis and guides treatment. Currently, most clinical laboratories rely on a tedious, inconsistent manual scoring process to quantify the percentage of Ki67-positive cells. While many works have shown promise for Ki67 quantification using computational approaches, the current state-of-the-art methods have limited real-world feasibility: they either require large datasets of meticulous cell-level ground truth labels to train, or they provide pre-trained weights that may not generalize well to in-house data. To overcome these challenges, we propose IHCScoreGAN, the first unsupervised deep learning framework for end-to-end Ki67 scoring without the need for any ground truth labels. IHCScoreGAN only requires IHC image samples and unpaired synthetic data, yet it learns to generate colored cell segmentation masks while simultaneously predicting cell center point and biomarker expressions for Ki67 scoring, made possible through our novel dual-branch generator structure. We validated our framework on a large cohort of 2,136 clinically signed-out cases, yielding an accuracy of 0.97 and an F1-score of 0.95 and demonstrating substantially better performance than a pre-trained state-of-the-art supervised model. By removing ground truth requirements, our unsupervised technique constitutes an important step towards easily-trained Ki67 scoring solutions which can train on out-of-domain data in an unsupervised manner.",,https://openreview.net/pdf/c54587dccee4c1f5c40a375f05401da5e7c331a6.pdf,https://openreview.net/forum?id=U3vfFn9WQ7
