Title,Authors,Session,Keywords,TL;DR,Abstract,Community Implementations,PDF,Paper Page
Concept Complement Bottleneck Model for Interpretable Medical Image Diagnosis,Hongmei WANG;Junlin Hou;Sunan He;Shu Yang;Hao Chen,Poster,Explainable AI;medical image diagnosis;concept bottleneck model;concept discovery.,,"Models based on human-understandable concepts have received extensive attention to improve model interpretability for trustworthy artificial intelligence in the field of medical image analysis. These methods can provide convincing explanations for model decisions but heavily rely on detailed annotations of predefined concepts. Consequently, they are ineffective when concepts or annotations are incomplete or of low quality. Although some methods can automatically discover novel and effective visual concepts instead of relying on predefined ones, or generate human-understandable concepts using large language models, they often deviate from medical diagnostic evidence and remain difficult to interpret. In this paper, we propose a concept complement bottleneck model for interpretable medical image diagnosis. Specifically, we use cross-attention modules to extract key image features related to the predefined textual concepts and employ independent concept adapters and bottleneck layers to distinguish concepts more effectively. Additionally, we devise a concept complement module to mine local concepts from the concept bank constructed using medical literature. The model jointly learns expert-annotated predefined concepts and automatically discovered ones to improve performance in concept detection and disease diagnosis. Comprehensive experiments demonstrate that our model outperforms state-of-the-art methods while providing diverse and interpretable explanations. Our code will be released on https://github.com/HongmeiWANG-HKUST/Concept-Complement-Bottleneck-Model.",,https://openreview.net/pdf/69816b37fc1fb3042a8ba9d9280845c8259de8e5.pdf,https://openreview.net/forum?id=7VpdPjc16o
Conditional Learned Reconstruction for Medical Imaging,Nikita Moriakov;George Yiasemis;Jan-Jakob Sonke;Jonas Teuwen,Poster,Inverse Problems;Medical Imaging;Conditional Learned Reconstruction,We propose a conditional reconstruction framework that adapts learned iterative networks to acquisition settings and show that this consistently improves MRI and CT reconstruction over non-conditional baselines.,"Medical imaging utilizes a handful of different imaging modalities such as tomography and magnetic resonance (MRI) imaging that require solving an inverse problem to reconstruct an image from the acquired measurements. Reconstruction methods based on learned iterative schemes have been widely explored recently, however, these modalities involve variability in hardware- and protocol-dependent acquisition parameters such as tube current and projection count in case of tomography and acceleration factor or field strength in case of MRI, which are typically not accounted for in the architecture. In this work we propose the framework of conditional learned iterative schemes, where the network weights are explicitly adapted as learned functions of the acquisition parameters. We compare conditional learned iterative schemes to their counterparts without conditioning for both tomography and MRI and demonstrate their effectiveness.",,https://openreview.net/pdf/40934a69de8f08c265e90038a9786a420c27023e.pdf,https://openreview.net/forum?id=qNjleGZJis
ConStruct: Structural Distillation of Foundation Models for Prototype-Based Weakly Supervised Histopathology Segmentation,Khang Phuc Le;Ha Thach;Anh Mai Vu;Thi Kim Trang Vo;Han H. Huynh;David Yang;Minh H. N. Le;Thanh-Huy Nguyen;AKASH AWASTHI;Zhu Han;Chandra Mohan;Hien Van Nguyen,Poster,Weakly Supervised Semantic Segmentation Framework;Histopathology Image Analysis,,"Weakly supervised semantic segmentation (WSSS) in histopathology relies heavily on classification backbones, yet these models often localize only the most discriminative regions and struggle to capture the full spatial extent of tissue structures. Vision–language models such as CONCH offer rich semantic alignment and morphology-aware representations, while modern segmentation backbones like SegFormer preserve fine-grained spatial cues. However, combining these complementary strengths remains challenging, especially under weak supervision and without dense annotations. We propose a prototype learning framework for WSSS in histopathological images that integrates morphology-aware representations from CONCH, multi-scale structural cues from SegFormer, and text-guided semantic alignment to produce prototypes that are simultaneously semantically discriminative and spatially coherent. To effectively leverage these heterogeneous sources, we introduce text-guided prototype initialization that incorporates pathology descriptions to generate more complete and semantically accurate pseudo-masks. A structural distillation mechanism transfers spatial knowledge from SegFormer to preserve fine-grained morphological patterns and local tissue boundaries during prototype learning. Our approach produces high-quality pseudo masks without pixel-level annotations, improves localization completeness, and enhances semantic consistency across tissue types. Experiments on BCSS-WSSS datasets demonstrate that our prototype learning framework outperforms existing WSSS methods while remaining computationally efficient through frozen foundation model backbones and lightweight trainable adapters.",,https://openreview.net/pdf/3d1184b07a81aaca86543ced94b2c470a783849b.pdf,https://openreview.net/forum?id=wYfnU8iNF0
Context-Aware Patch Representations for Multiple Instance Learning,Andreas Lolos;Theofilos Christodoulou;Aris L. Moustakas;Stergios Christodoulidis;Maria Vakalopoulou,Poster,Digital Pathology;Multiple Instance Learning;Context Aware Representations,We present an efficient MIL framework that performs on par with leading methods while using substantially fewer parameters and significantly lower computational cost.,"In computational pathology, weak supervision has become the standard for deep learning due to the gigapixel scale of WSIs and the scarcity of pixel-level annotations, with Multiple Instance Learning (MIL) established as the principal framework for slide-level model training.
In this paper, we introduce CAPRMIL, a novel setting for MIL methods, inspired by advances in Neural Partial Differential Equation (PDE) solvers. Instead of relying on complex attention-based aggregation, we propose an efficient, aggregator-agnostic framework that removes the complexity of correlation learning from the MIL aggregator. CAPRMIL produces rich context-aware patch embeddings that promote effective correlation learning on downstream tasks. By projecting patch features -extracted using a frozen patch encoder- into a small set of global context/morphology-aware tokens and utilizing multi-head self-attention, CAPRMIL injects global context with linear computational complexity with respect to the bag size. Paired with a simple Mean MIL aggregator, CAPRMIL matches state-of-the-art (SOTA) slide-level performance across multiple public pathology benchmarks, while reducing the total number of trainable parameters by 48\%-92.8\% versus SOTA MILs, lowering FLOPs during inference by 52\%-99\%, and ranking among the best models on GPU memory efficiency and training time. Our results indicate that learning rich, context-aware instance representations before aggregation is an effective and scalable alternative to complex pooling for whole-slide analysis. Our code is available at: https://github.com/mandlos/CAPRMIL",,https://openreview.net/pdf/67fec65f588fdc562ddcf56af9cef8652339857d.pdf,https://openreview.net/forum?id=tnj2zXKMkj
Counterfactual Intervention in Attention Multiple Instance Learning For Digital Pathology,Imane Chraki;Pierre Marza;Stergios Christodoulidis;Maria Vakalopoulou,Poster,Multiple Instance Learning;Attention;Interpretability;Whole Slide Images;Digital Pathology;Causal Intervention,,"Attention-based Multiple Instance Learning (MIL) has become a prominent framework for analysing whole-slide images (WSI). These models have been shown to achieve good performance on classification tasks, while also offering an inherent proxy for interpretability through attention weights. In this work, we first question the validity of using attention for the interpretability of MIL models. Subsequently, we propose Counterfactual Intervention in Attention for MIL (CIA-MIL), a causal extension of attention-based MIL that explicitly measures and optimizes the contribution of attention to slide-level predictions. Across four histopathology classification benchmarks (BRCA, NSCLC, LUAD, Camelyon16) and two feature encoders (Resnet50, UNI), we investigate how the interpretability of attention relates to the representation space, and the downstream performance. We then show that CIA-MIL achieves performance comparable to strong MIL baselines while providing a more causally meaningful attention vector for explaining the model’s outcome. Qualitative perturbation experiments show that dropping the top-attended patches leads to a larger confidence degradation in CIA-MIL compared to baseline ABMIL, highlighting the potential of causal supervision for reliable and interpretable WSI-based prediction.",,https://openreview.net/pdf/f9b9a1b6901b7922b92436ceaa8432f912f0aef9.pdf,https://openreview.net/forum?id=s5qMD7LKEI
Cross-Domain Semi-Supervised Organ Detection,Nian Li;MORTEZA GHAHREMANI;Bailiang Jian;Pascual Tejero Cervera;Benedikt Wiestler;Marcus Makowski;Christian Wachinger,Poster,Cross-Domain;Semi-Supervised;Object Detection;Teacher-Student;Pseudo-label;Curriculum Learning,Cross-Domain Semi-Supervised Organ Detection,"Domain adaptation for 3D organ detection in CT imaging is challenging due to variations in scanner types, imaging protocols, and overall acquisition conditions. 
As supervised detection models require large, annotated datasets from diverse scanners and institutions, semi-supervised approaches have gained attention for their ability to leverage limited unlabeled target data. However, traditional semi-supervised methods typically fail to make effective use of the few labeled target samples and most often do not yield satisfactory results. To address this limitation, we introduce a novel cross-domain semi-supervised detection framework (CDSS-Det) built upon the Transformer-based Organ-DETR model. CDSS-Det is a cross-domain semi-supervised framework for 3D organ detection that addresses unreliable pseudo-labels and limited target supervision under domain shift. It introduces a curriculum-guided pseudo-labeling mechanism and domain-robust representation learning to enable effective knowledge transfer from a well-annotated source domain to a sparsely labeled target domain. Experiments on multi-domain CT datasets demonstrate that incorporating a small number of labeled target samples significantly boosts detection performance over conventional domain adaptation and semi-supervised methods. CDSS-Det consistently achieves higher mean Average Precision (mAP), with notable improvements in detecting small organs, and surpasses a fully supervised model trained solely on the labeled target domain by over 10\%. These results underscore the potential of CDSS-Det in efficiently leveraging both labeled and unlabeled target data in cross-domain organ detection, advancing annotation-efficient deep learning models in medical imaging.",,https://openreview.net/pdf/6ab0c5f6ac473dc95ced456b8f19fac19a7a7f45.pdf,https://openreview.net/forum?id=NSjBDpsZqV
CrossFusion: A Multi-Scale Cross-Attention Convolutional Fusion Model for Cancer Survival Prediction,Rustin Soraki;Huayu Wang;Sitong Liu;Joann G. Elmore;Linda Shapiro,Poster,Computational Pathology;Survival Prediction;Cross-Attention;Multi-Scale Image Processing,We utilized multi-scale pathology images and achieved state-of-the-art performance in image-only survival analysis,"Cancer survival prediction from whole slide images (WSIs) relies on capturing prognostic features spanning multiple magnifications, from global tissue architecture to fine-grained cellular morphology. However, current approaches typically face two main limitations: most frameworks focus heavily on single-scale analysis, thereby overlooking the hierar- chical context of tissue; meanwhile, existing multi-scale methods often employ simplistic fusion mechanisms (e.g., direct concatenation) that fail to model effective cross-scale in- teractions. To address these challenges, we propose CrossFusion, a novel multi-scale ar- chitecture that introduces a convolutional fusion processor to perform rigorous scale–space integration. Evaluated on six TCGA cancer cohorts, CrossFusion achieves state-of-the-art C-index performance, consistently outperforming both strong single-scale and multi-scale baselines. Furthermore, leveraging domain-specific pathology feature extractors yields ad- ditional gains in prognostic accuracy compared to general-purpose backbones. The source code is available at: https://github.com/RustinS/CrossFusion",,https://openreview.net/pdf/321559b0b158cf6577120061101cbe18470b3eb4.pdf,https://openreview.net/forum?id=CZMHbOGu1H
CSVR: Combined Surface and Volume Registration for Neonatal Brain MRI,Saga N.B. Masui;Yourong Guo;Mohamed A. Suliman;Mattias P Heinrich;Nashira Baena;Irina Grigorescu;Logan Zane John Williams;Ashleigh Davies;Vanessa Kyriakopoulou;Gráinne McAlonan;Jonathan O'Muircheartaigh;Emma C. Robinson,Poster,Image registration;Combined surface-volume registration;Neuroimaging;Surface-modelling;Deep learning;Discrete optimisation;Hierarchical registration,"We introduce CSVR, a learning-based combined surface-volume registration framework for neonatal brain MRI, leveraging recent developments in hierarchical registration and discrete optimisation.","Nonlinear image registration is a cornerstone of neuroimaging analysis, supporting both qualitative and quantitative comparisons of brain structures across individuals and over time. While traditional volumetric registration methods, driven by voxel intensities, achieve good alignment of subcortical regions, they generally fail to capture correspondences between highly convoluted and variable cortical shapes. Surface-based methods, which instead regularise mappings as geodesics along the cortical sheet, yield improved cortical alignment but ignore the subcortical domain, limiting their utility for whole-brain analyses. A unified registration framework would address these limitations to enable integrated analysis of cortical and subcortical structures and the neuronal fibres that connect them. However, achieving this is challenging, since matching heterogeneous cortical shapes implies large volumetric displacements local to the cortex. To overcome these challenges, we introduce CSVR, the first deep learning-based framework for combined surface–volume registration of neonatal MRI. By integrating hierarchical registration strategies with discrete optimisation, CSVR achieves accurate, smooth, and anatomically plausible alignment of the entire brain.",,https://openreview.net/pdf/4af6084b9314b5d607c498d60f98ffac5531e8ee.pdf,https://openreview.net/forum?id=b6sCuSHwsM
CWCD: Category-Wise Contrastive Decoding for Structured Medical Report Generation,Shantam Srivastava;Mahesh Bhosale;David Doermann;Mingchen Gao,Poster,Radiology Report Generation;Multimodal Large Language Models;Contrastive Decoding;Chest X-rays,"Category-Wise Contrastive Decoding (CWCD), a novel and modular framework designed to enhance structured radiology report generation.","Interpreting chest X-rays is inherently challenging due to the overlap between anatomical structures and the subtle presentation of many clinically significant pathologies, making accurate diagnosis time-consuming even for experienced radiologists. Recent radiology-focused foundation models, such as LLaVA-Rad and Maira-2, have positioned multi-modal large language models (MLLMs) at the forefront of automated radiology report generation (RRG). However, despite these advances, current foundation models generate reports in a single forward pass. This decoding strategy diminishes attention to visual tokens and increases reliance on language priors as generation proceeds, which in turn introduces spurious pathology co-occurrences in the generated reports. To mitigate these limitations, we propose Category-Wise Contrastive Decoding (CWCD), a novel and modular framework designed to enhance structured radiology report generation (SRRG). Our approach introduces category-specific parameterization and generates category-wise reports by contrasting normal X-rays with masked X-rays using category-specific visual prompts. Experimental results demonstrate that CWCD consistently outperforms baseline methods across both clinical efficacy and natural language generation metrics. An ablation study further elucidates the contribution of each architectural component to overall performance.",,https://openreview.net/pdf/789c7593bdcbdd0b8c19a5569690eb5902a3469a.pdf,https://openreview.net/forum?id=XcsjdD3inB
CyclePhase: Robust phase detection in cardiovascular imaging through cyclic motion estimation,Soufiane Ben Haddou;Rudolf Leonardus Mirjam Van Herten;Connie R. Bezzina;Nils Planken;Joost Daemen;Jolanda J. Wentzel;José P. Henriques;Ivana Isgum,Poster,deep learning;periodic motion estimation;intravascular ultrasound;cine MRI,"We propose a unified deep learning framework that models cardiac phase as a continuous cyclic variable, enabling precise and temporally coherent phase detection across IVUS and cine MRI.","Accurate cardiac phase detection is essential for cardiovascular imaging applications requiring temporally aligned measurements. While existing methods treat phase detection as discrete frame classification, we propose a fundamentally different approach that models cardiac phase as a continuous cyclic variable on the unit circle. Our method introduces gradient-based input transformations to isolate motion from static anatomy, thereby making it robust to appearance variations, such as calcifications, in intravascular ultrasound (IVUS). Through multi-objective optimization combining temporal consistency via Earth mover's distance with continuous phase regression, we achieve superior performance across both IVUS and cardiac MRI. Experiments demonstrate that explicitly modelling cardiac periodicity yields more accurate and temporally coherent phase detection compared to classification-based approaches, with particular improvements in artefact-heavy clinical scenarios. Our unified framework eliminates the need for modality-specific preprocessing or segmentation masks, providing an end-to-end solution for cardiac motion characterization.",,https://openreview.net/pdf/f655c37954bd59107f94e56e2a5bd042875db6e0.pdf,https://openreview.net/forum?id=FyogA2e1hU
D$^2$-Former: Mixture-Of-Experts Guided Dual Transformer for Multi-Scale Medical Image Segmentation,Md Sohag Mia;Aya Taourirte;Muhammad Abdullah Adnan;Wenlong Ming,Poster,DINOv3;Medical Image Segmentation;Mixture-of-Experts,we have developed a mixture-of-experts guided dual transformer model for multi-scale medical image segmentation.,"Precise delineation of anatomical structures from medical images is critical for clinical diagnosis and treatment planning, yet remains profoundly challenging due to ambiguous boundaries, extreme scale variations, and the heterogeneous appearances of pathological tissues. Current segmentation methods frequently fall short in effectively balancing global contextual understanding with adaptive, multi-scale feature fusion, limiting their robustness across diverse clinical scenarios. To address these limitations, we propose D$^2$-Former, a novel encoder-decoder framework that integrates a dual-encoder architecture-combining a Swin Transformer for hierarchical local-global modeling and a DINOv3 foundation model for high-fidelity dense feature extraction-with a Softer Mixture-of-Experts (Softer-MoE) module for input-adaptive feature refinement. Our design further introduces a Spatial-Frequency Gated Channel Attention (SF-GCA) module to fuse complementary encoder representations and a Residual Attention Decoder (RAD) with deep supervision for progressive map reconstruction. Extensive experiments across nine public benchmarks-spanning polyp segmentation, retinal vessel delineation, multi-organ abdominal CT segmentation, and nuclei instance segmentation-demonstrate that D$^2$-Former achieves state-of-the-art or highly competitive performance. The model exhibits strong generalization across varied anatomical scales, imaging modalities, and clinical scenarios, underscoring its potential for reliable computer-assisted diagnosis.",,https://openreview.net/pdf/4a23daf8f321a31a430c01503aeb1b89fc9d134d.pdf,https://openreview.net/forum?id=0b5p7kFWRi
Decoupling Vision and Reasoning: A Data-Efficient Pipeline for Surgical VQA,Mohamed Hamdy;Fatimaelzahraa Ali Ahmed;Muraam Abdel-Ghani;Muhammad Arsalan;Ponnuthurai Nagaratnam Suganthan;Khalid Al-Jalham;Abdulaziz Al-Ali;Shidin Balakrishnan,Poster,Surgical VQA;Modular Vision-Language Models;Vision Language Models;Multi-modal Reasoning,,"Vision-language models (VLMs) are becoming increasingly important for surgical intelligence, where reliable scene understanding requires combining visual perception with language-based reasoning. However, progress is constrained by the scarcity of high-quality multimodal datasets, making end-to-end training more prone to overfitting. Existing approaches often address this limitation by converting task-specific datasets (e.g., segmentation, phase recognition, tool-tissue interaction) into synthetic vision-question answering (VQA) form, but such conversions provide only sparse supervision and limit generalization. To overcome these challenges, we propose Surg-SAGE (Structured Abstraction from Granular Experts), a modular pipeline that decouples vision information extraction from reasoning. Specialist surgical models--proven effective for their corresponding vision tasks--are first used to extract task-relevant signals, which are then transformed via heuristics into structured textual descriptions. These descriptions, together with the clinical question, are passed to a large language model (LLM) that performs the reasoning step and provides the answer. The novelty of this work lies in demonstrating that decoupling perception from language processing and leveraging expert-trained specialist models enables strong VQA performance, even when paired with relatively lightweight, frozen LLMs and without requiring multimodal training data. We evaluate this pipeline on the EndoVis-18-VQA benchmark under different configurations of specialist models and LLMs, showing that combining complementary experts yields stronger performance than relying on any single model. Surg-SAGE achieves higher accuracy, recall and F1 than existing surgical VQA baselines, with improvements of up to 2.3\% in accuracy without requiring multimodal training, establishing abstraction-driven modularity as a data-efficient and generalizable paradigm for surgical vision-language understanding.",,https://openreview.net/pdf/be20c75762202d3566d7537b8f8b1cea204e74c0.pdf,https://openreview.net/forum?id=tCGc3165BY
Democratising Pathology Co-Pilots: An Open Pipeline and Dataset for Whole-Slide Vision-Language Modelling,Sander Moonemans;Sebastiaan Ram;Frédérique Meeuwsen;Carlijn Lems;Jeroen van der Laak;Geert Litjens;Francesco Ciompi,Poster,Instruction-tuning;visual question-answering;whole-slide images;digital assistant,,"Vision-language models (VLMs) have the potential to become co-pilots for pathologists. However, most VLMs either focus on small regions of interest within whole-slide images, provide only static slide-level outputs, or rely on data that is not publicly available, limiting reproducibility. Furthermore, training data containing WSIs paired with detailed clinical reports is scarce, restricting progress toward transparent and generalisable VLMs. We address these limitations with three main contributions. First, we introduce _Polysome_, a standardised tool for synthetic instruction generation. Second, we apply Polysome to the public HISTAI dataset, generating _HISTAI-Instruct_, a large whole-slide instruction tuning dataset spanning 24,259 slides and over 1.1 million instruction-response pairs. Finally, we use HISTAI-Instruct to train _ANTONI-$\alpha$_, a VLM capable of visual-question answering (VQA). We show that ANTONI-$\alpha$ outperforms MedGemma on WSI-level VQA tasks of tissue identification, neoplasm detection, and differential diagnosis. We also compare the performance of multiple incarnations of ANTONI-$\alpha$ trained with different amounts of data. All methods, data, and code are publicly available.",,https://openreview.net/pdf/ed3f64abec09e69f54ee6be9163c80e0b86d34d6.pdf,https://openreview.net/forum?id=aGPowreqPi
Detector-in-the-Loop Tracking: Active Memory Rectification for Stable Glottic Opening Localization,Huayu Wang;Bahaa Alattar;Cheng-Yen Yang;Hsiang-Wei Huang;Jung Heon Kim;Linda Shapiro;Nathan J White;Jenq-Neng Hwang,Poster,Video Object Detection;Video Laryngoscopy;YOLO;SAM2;,,"Temporal stability in glottic opening localization remains challenging due to the complementary weaknesses of single-frame detectors and foundation-model trackers: the former lacks temporal context, while the latter suffers from memory drift. Specifically, in video laryngoscopy, rapid tissue deformation, occlusions, and visual ambiguities in emergency settings require a robust, temporally aware solution that can prevent progressive tracking errors. We propose Closed-Loop Memory Correction (CL-MC), a detector-in-the-loop framework that supervises SAM2 through confidence-aligned state decisions and active memory rectification. High-confidence detections trigger semantic resets that overwrite corrupted tracker memory, enabling fully training-free, drift-free tracking in complex endoscopic scenes. On emergency intubation videos, CL-MC achieves state-of-the-art performance, significantly reducing drift and missing rate compared with the SAM2 variants and open loop based methods. Our results establish memory correction as a crucial component for reliable clinical video tracking.",,https://openreview.net/pdf/cdd8b7cf26730d65226cfd40b7e734ca7449f173.pdf,https://openreview.net/forum?id=dwYFYk4aeZ
DiffTAC: Temporal-Conditioned Latent Diffusion with Integrated Attention for Intermediate Frame Generation and Temporal Super-Resolution in Cardiac MRI,Shilajit Banerjee;Aniruddha Sinha,Poster,Cardiac MRI;Frame Interpolation;Diffusion Models;Cross-Attention;Latent Space;Temporal Consistency,A diffusion-based model for generating intermediate cardiac phases using learnable temporal embeddings and cross-attention conditioning,"Cardiac MRI captures dynamic cardiac motion, yet its temporal resolution remains fundamentally constrained by long acquisition times and breath-hold requirements. We introduce DiffTAC, a latent diffusion framework that synthesizes intermediate cardiac phases by treating time as an explicit conditioning variable. Using the end-diastolic (ED) and end-systolic (ES) frames as anatomical anchors, DiffTAC performs denoising in the latent space of a pretrained variational autoencoder and conditions generation on a learnable temporal embedding that specifies the desired phase location within the cardiac cycle. To effectively fuse temporal conditioning with anatomical context, we propose the Integrated Attention Block (IAB), a unified module that combines self-attention and cross-attention to modulate spatial features according to the target temporal position. This design enables the model to synthesize anatomically coherent, temporally smooth intermediate frames. Experiments on the multiple publicly available datasets demonstrate that DiffTAC produces highly realistic intermediate phases and achieves superior temporal consistency compared to classical interpolation, optical-flow–based reconstruction, and ablated variants of our architecture. These findings show that modeling time as a conditioning signal within a diffusion framework provides an effective and acquisition-free solution for temporal super-resolution in cardiac MRI.",,https://openreview.net/pdf/819e307197d0396da1910fcbe6c1397a1bd1909b.pdf,https://openreview.net/forum?id=56HIEYF53B
Discriminative Self-Supervised Pre-Training for Esophagitis Detection in Upper GI Endoscopy Images,Tobias Friedetzki;Naveen Chandraiah;Emil Svoboda;Pavel Pecina;Frank Puppe;Adrian Krenzer,Poster,Esophagitis;Deep Learning;DINO;Upper GI Endoscopy;Self-Supervised,,"Early and accurate detection of esophagitis in upper gastrointestinal endoscopy is essential for guiding targeted treatment and preventing progression to severe diseases such as esophageal cancer. Although deep learning methods have shown promise in supporting esophagitis diagnosis, their performance heavily relies on large amounts of labeled data, which are scarce. Consequently, supervised models often struggle to generalize to the high visual variability and subtle lesion differences encountered in real-world endoscopic examinations. In this work, we study discriminative self-supervised pre-training as a means of leveraging large-scale unlabeled data for robust representation learning. Multiple Vision Transformer models are pre-trained using the DINO framework on 395,201 unlabeled gastrointestinal endoscopy images and subsequently fine-tuned on a curated esophagitis dataset from three clinical centers. Our results demonstrate that self-supervised pre-training on in-domain endoscopic images significantly improves esophagitis detection performance compared to supervised pre-training on natural image datasets such as ImageNet. Specifically, in-domain DINO pre-training yields an average performance gain of 6.60 percentage points in AUPRC on the downstream detection task, with the best-performing model achieving an AUPRC of 89.82%. These findings highlight the importance of in-domain self-supervised learning for reducing annotation dependency and improving model robustness in upper GI endoscopy analysis.",,https://openreview.net/pdf/f4faeeaff06e1ca15cb82bed2e6e7c9164f40a17.pdf,https://openreview.net/forum?id=oNy0M8rWCw
DIST-CLIP: Arbitrary Metadata and Image Guided MRI Harmonization via Disentangled Anatomy-Contrast Representations,Mehmet Yigit Avci;Pedro Borges;Virginia Fernandez;Paul Wright;Mehmet Yigitsoy;Sebastien Ourselin;M. Jorge Cardoso,Poster,MRI Harmonisation;Disentanglement;Style Transfer;Vision-language models;CLIP;Contrastive Learning,"We propose DIST-CLIP, a novel style transfer framework for MRI harmonization that achieves flexible guidance via CLIP-encoded DICOM metadata or reference images, by explicitly disentangling anatomical content from acquisition contrast.","Deep learning holds immense promise for transforming medical image analysis, yet its clinical generalization remains profoundly limited. A major barrier is data heterogeneity. This is particularly true in Magnetic Resonance Imaging, where scanner hardware differences, diverse acquisition protocols, and varying sequence parameters introduce substantial domain shifts that obscure underlying biological signals. Data harmonization methods aim to reduce these instrumental and acquisition variability, but existing approaches remain insufficient. When applied to imaging data, image-based harmonization approaches are often restricted by the need for target images (i.e., mapping source to target modality given a reference image), while existing text-guided methods rely on simplistic labels that fail to capture complex acquisition details or are typically restricted to datasets with limited variability (i.e., mapping source to target modality given some conditioning text), failing to capture the heterogeneity of real-world clinical environments. To address these limitations, we propose DIST-CLIP (Disentangled Style Transfer with CLIP Guidance), a unified framework for MRI harmonization that flexibly uses either target images or DICOM metadata for guidance. Our framework explicitly disentangles anatomical content from image contrast, with the contrast representations being extracted using pre-trained CLIP encoders. These contrast embeddings are then integrated into the anatomical content via a novel Adaptive Style Transfer module. We trained and evaluated DIST-CLIP on diverse real-world clinical datasets, and showed significant improvements in performance when compared against state-of-the-art methods in both style translation fidelity and anatomical preservation, offering a flexible solution for style transfer and standardizing MRI data. Our code and weights will be made publicly available upon publication.",,https://openreview.net/pdf/e8621e85f5d269455a0fc61d90ce0e7b83070d5a.pdf,https://openreview.net/forum?id=A2YNdNdA7R
Does Grounding Improve Radiology Report Generation? An Empirical Study on PadChest-GR,Mohamed Aas-Alas;Alberto Albiol;Roberto Paredes,Poster,Radiology Report Generation;Spatial Grounding;Region-to-Text Generation;Chest X-ray Interpretation,This study shows that injecting spatial grounding into a RRG model substantially boosts linguistic and clinical performance on PadChest-GR.,"Radiology Report Generation (RRG) aims to automatically produce clinically accurate descriptions of medical images, yet current models often struggle with incomplete findings, generic phrasing, and hallucinations due to the absence of explicit grounding signals. To address these limitations, we propose a grounding-based RRG framework that integrates spatially localized visual evidence into the generation process. Our approach combines a vision encoder ViT with a language decoder LLM GPT-2 through a lightweight transformer-based bridging module inspired by Bridge-Enhanced Vision Encoder–Decoder (VED) architectures. Grounding is introduced using bounding boxes of anatomical regions and pathologies, enabling the model to attend to both global and localized features. We further adopt the region-to-text task, where the model generates findings directly from specific regions of interest. Experiments on the PadChest-GR dataset demonstrate that grounding substantially improves linguistic quality and clinical accuracy, with the full image plus grounding mask configuration achieving the strongest gains across BLEU, ROUGE-L, CIDEr, BERTScore, CheXbert F1, and RadGraph F1. Analyses also show that even partial or noisy grounding yields consistent benefits.",,https://openreview.net/pdf/45868bda8de563f3b10fd9898830bd25ec7c71c7.pdf,https://openreview.net/forum?id=662WwDHhkA
Domain Adaptation Without the Compute Burden for Efficient Whole Slide Image Analysis,Umar Marikkar;Muhammad Awais;Sara Atito,Poster,Histopathology;Multiple Instance Learning;Domain adaptation;Parameter-efficient fine-tuning,,"Computational methods on analyzing Whole Slide Images (WSIs) enable early diagnosis and treatments by supporting pathologists in detection and classification of tumors. However, the extremely high resolution of WSIs makes end-to-end training impractical compared to typical image analysis tasks. To address this, most approaches use pre-trained feature extractors to obtain fixed representations of whole slides, which are then combined with Multiple Instance Learning (MIL) for downstream tasks. These feature extractors are typically pre-trained on natural image datasets such as ImageNet, which fail to capture domain-specific characteristics. Although domain-specific pre-training on histopathology data yields more relevant feature representations, it remains computationally expensive and fail to capture task-specific characteristics within the domain. To address the computational cost and lack of task-specificity in domain-specific pre-training, we propose EfficientWSI (eWSI), a careful integration of Parameter-Efficient-Fine-Tuning (PEFT) and Multiple Instance Learning (MIL) that enables end-to-end training on WSI tasks.  We evaluate eWSI on seven WSI-level tasks over Camelyon16, TCGA and BRACS datasets. Our results show that eWSI when applied with ImageNet feature extractors yields strong classification performance, matching or outperforming MILs with in-domain feature extractors, alleviating the need for extensive in-domain pre-training. Furthermore, when eWSI is applied with in-domain feature extractors, it further improves classification performance in most cases, demonstrating its ability to capture task-specific information where beneficial. Our findings suggest that eWSI provides a task-targeted, computationally efficient path for WSI tasks, offering a promising direction for task-specific learning in computational pathology.",,https://openreview.net/pdf/e51edb062561f84ce117b6c4d6480c47e9797da9.pdf,https://openreview.net/forum?id=gNyqM50ZY2
