Title,Authors,Session,Keywords,TL;DR,Abstract,Community Implementations,PDF,Paper Page
Sequence models for continuous cell cycle stage prediction from brightfield images,Louis-Alexandre Leger;Maxine Leonardi;Andrea Salati;Felix Naef;Martin Weigert,Oral,Cell cycle prediction;label-free microscopy;sequence-models;Mamba,Sequence models for continuous cell cycle stage prediction from brightfield images,"Understanding cell cycle dynamics is crucial for studying biological processes such as growth, development and disease progression. While fluorescent protein reporters like the Fucci system allow live monitoring of cell cycle phases, they require genetic engineering and occupy additional fluorescence channels, limiting broader applicability in complex experiments. In this study, we conduct a comprehensive evaluation of deep learning methods for predicting continuous Fucci signals using non-fluorescence brightfield imaging, a widely available label-free modality. To that end, we generated a large dataset of 1.3 M images of dividing RPE1 cells with full cell cycle trajectories to quantitatively compare the predictive performance of distinct model categories including single time-frame models, causal state space models and bidirectional transformer models. We show that both causal and transformer-based models significantly outperform single- and fixed frame approaches, enabling the prediction of visually imperceptible transitions like G1/S within 1h resolution. Our findings underscore the importance of sequence models for accurate predictions of cell cycle dynamics and highlight their potential for label-free imaging.",,https://openreview.net/pdf/62eccc68f1c819f0b6954a49d75c5089eb3a5314.pdf,https://openreview.net/forum?id=npYk02a6Qj
STNAGNN: Data-driven Spatio-temporal Brain Connectivity beyond FC,Jiyao Wang;Nicha C Dvornek;Peiyu Duan;Lawrence H. Staib;Pamela Ventola;James s Duncan,Oral,Graph Neural Network;Functional MRI;Spatio-temporal learning,A Task-aware spatio-temporal GNN architecture for fMRI analysis,"In recent years, graph neural networks (GNNs) have been widely applied in the analysis of brain fMRI, yet defining the connectivity between ROIs remains a challenge in noisy fMRI data. Among all approaches, Functional Connectome (FC) is the most popular
method. Computed by the correlation coefficients between ROI time series, FC is a powerful and computationally efficient way to estimate ROI connectivity. However, it is well known for neglecting structural connections and causality in ROI interactions. Also, FC
becomes much more noisy in the short spatio-temporal sliding-window subsequences of fMRI. Effective Connectome (EC) is proposed as a directional alternative, but it is difficult to accurately estimate. Furthermore, for optimal GNN performance, usually only a small percentage of the strongest connections are selected as sparse edges, resulting in oversimplification of complex brain connections. To tackle these challenges, we propose the Spatio-Temporal Node Attention Graph Neural Network (STNAGNN) as a data-driven alternative that combines sparse predefined FC with dense data-driven spatio-temporal connections, allowing for flexible and spatio-temporal learning of ROI interaction patterns.",,https://openreview.net/pdf/1d04d946670bcb74e9428355209258a5a34ba71d.pdf,https://openreview.net/forum?id=nKLCB8d3Ko
Style-Aligned Image Composition for Robust Detection of Abnormal Cells in Cytopathology,Qiuyi Qi;Xin Li;Ming Kong;Zikang Xu;Bingdi Chen;Qiang Zhu;S Kevin Zhou,Oral,Cytopathological Diagnosis;Abnormal Cell Detection;Data Augmentation;Image Composition,,"Challenges such as the lack of high-quality annotations, long-tailed data distributions, and inconsistent staining styles pose significant obstacles to training neural networks to detect abnormal cells in cytopathology robustly. This paper proposes a style-aligned image composition (SAIC) method that composes high-fidelity and style-preserved pathological images to enhance the effectiveness and robustness of detection models. Without additional training, SAIC first selects an appropriate candidate from the abnormal cell bank based on attribute guidance. Then, it employs a high-frequency feature reconstruction to achieve a style-aligned and high-fidelity composition of abnormal cells and pathological backgrounds. Finally, it introduces a large vision-language model to filter high-quality synthesis images. Experimental results demonstrate that incorporating SAIC-synthesized images effectively enhances the performance and robustness of abnormal cell detection for tail categories and styles, thereby improving overall detection performance. The comprehensive quality evaluation further confirms the generalizability and practicality of SAIC in clinical application scenarios. Our code will be released at https://github.com/Joey-Qi/SAIC.",,https://openreview.net/pdf/84fa5940690d73cb99d2652db635d024c7a487d8.pdf,https://openreview.net/forum?id=VQrbxORlvv
Training-Free Dataset Pruning for Polyp Segmentation via Community Detection in Similarity Networks,Md Mostafijur Rahman;Radu Marculescu,Oral,Dataset pruning;Training-free;Similarity network;Community detection;Polyp segmentation,Training-Free Dataset Pruning via Community Detection in Similarity Networks,"Recent advances in deep learning have been driven by the availability of larger datasets and more complex models; however, this progress comes at the expense of substantial computational and annotation costs. To address these issues, we introduce a new, training-free dataset pruning method, *PRIME*, targeting polyp segmentation in medical imaging. To this end, *PRIME* constructs a similarity network among images in the target dataset and then applies community detection to retain a much smaller, yet representative subset of images from the original dataset. Unlike existing methods that require model training for dataset pruning, our *PRIME* completely avoids model training, thus significantly reducing computational demands. The reduction in the training dataset reduces 56.2% data annotation costs and enables 2.3$\times$ faster training of polyp segmentation models compared to training on the entire annotated dataset, with only a 0.5% drop in the DICE score. Consequently, our *PRIME* enables efficient training, fine-tuning, and domain adaptation across medical centers, thus offering a cost-effective solution for deep learning in polyp segmentation. Our implementation is available at https://github.com/SLDGroup/PRIME.",,https://openreview.net/pdf/dc41355a734457d88f322b6c008c8e627e3209d0.pdf,https://openreview.net/forum?id=VQX4B2A2Y0
"Two Heads Are Enough: DualU-Net, a Fast and Efficient Architecture for Nuclei Instance Segmentation",David Anglada-Rotger;Berta Jansat;Ferran Marques;Montse Pardàs,Oral,Cell Nuclei Classification;Cell Nuclei Segmentation;Digital Pathology;MultiTask Learning;Deep Learning;Computational Efficiency,,"Accurate detection and classification of cell nuclei in histopathological images are critical for both clinical diagnostics and large-scale digital pathology workflows. In this work, we introduce DualU-Net, a fully convolutional, multi-task architecture designed to streamline nuclei classification and segmentation. Unlike the widely adopted three-decoder paradigm of HoVer-Net, DualU-Net employs only two output heads: a segmentation decoder that predicts pixel-wise classification maps and a detection decoder that estimates Gaussian-based centroid density maps. By leveraging these two outputs, our model effectively reconstructs instance-level segmentations. The proposed architecture results in significantly faster inference, reducing processing time by up to x5 compared to HoVer-Net, while achieving classification and detection performance comparable to State-of-the-Art models. Additionally, our approach demonstrates greater computational efficiency than CellViT and NuLite. We further show that DualU-Net is more robust to staining variations, a common challenge in digital pathology workflows. The model has been successfully deployed in clinical settings as part of the DigiPatICS initiative, operating across eight hospitals within the Institut Català de la Salut (ICS) network, highlighting the practical viability of DualU-Net as an efficient and scalable solution for nuclei segmentation and classification in real-world pathology applications. The code and pretrained model weights are publicly available on https://github.com/davidanglada/DualU-Net.",,https://openreview.net/pdf/c716d0fba6a9c7a527f1a162e55ac7a3f4131759.pdf,https://openreview.net/forum?id=lK0CklgxQd
Unveiling Differences: A Vision Encoder-Decoder Model for Difference Medical Visual Question Answering,Luis-Jesus Marhuenda;Miquel Obrador-Reina;Mohamed Aas-Alas;Alberto Albiol;Roberto Paredes,Oral,Difference Visual Question Answering;Vision Encoder-Decoder Model;Transformers;Medical Imaging,"A novel Vision Encoder-Decoder (VED) model for Difference Medical VQA effectively compares chest X-rays, identifying significant changes like pneumonia with state-of-the-art accuracy, enhancing clinical decision-making.","Difference Medical Visual Question Answering (Diff-VQA), a specialized subfield of Medical VQA, tackles the critical task of identifying and describing differences between pairs of medical images. This study introduces a novel Vision Encoder-Decoder (VED) architecture tailored for this task, focusing on the comparison of chest X-ray images to detect and explain changes. The proposed model incorporates two key innovations: (1) a light-weight Transformer text decoder architecture capable of generating precise and contextually relevant answers to complex medical questions, and (2) an enhanced fusion mechanism that improves the model’s ability to distinguish between two input images, enabling more accurate comparison of radiological findings. Our approach excels in identifying significant changes, such as pneumonia and lung opacity, demonstrating its utility in automating preliminary radiological assessments. By leveraging large-scale, domain-specific datasets and employing advanced training strategies, our VED architecture achieves state-of-the-art performance on standard VQA metrics, setting a new benchmark in diagnostic accuracy. These advancements highlight the potential of Diff-VQA to enhance clinical workflows and support radiologists in making more precise, informed decisions.",,https://openreview.net/pdf/405c114df0aae63f8c38e2a53fb2c99668581b71.pdf,https://openreview.net/forum?id=8CNssOg7fk
Vector Representations of Vessel Trees,James Batten;Michiel Schaap;Matthew Sinclair;Ying Bai;Ben Glocker,Oral,Tree Autoencoders;Variational Autoencoders;Recursive Decoding;Coronary Artery Modeling,"This paper proposes a novel method to train variational autoencoders of vessel trees, with continuous and topologically-accurate reconstructions on test data","We introduce a novel framework for learning vector representations of tree-structured geometric data focusing on 3D vascular networks. Our approach employs two sequentially trained Transformer-based autoencoders. In the first stage, the Vessel Autoencoder captures continuous geometric details of individual vessel segments by learning embeddings for sampled points along each curve. In the second stage, the Vessel Tree Autoencoder encodes the topology of the vascular network as a single vector representation, leveraging the segment-level embeddings from the first model. A recursive decoding process ensures that the reconstructed topology is a valid tree structure. Compared to 3D convolutional models, this proposed approach substantially lowers GPU memory requirements, facilitating large-scale training. Experimental results on a 2D synthetic tree dataset and a 3D coronary artery dataset demonstrate superior reconstruction fidelity, accurate topology preservation, and realistic interpolations in latent space. Our scalable framework, named VeTTA, offers precise, flexible, and topologically consistent modeling of anatomical tree structures in medical imaging.",,https://openreview.net/pdf/16ae0f5a1c5f85c0facbbbda661cd8ccf50a5cef.pdf,https://openreview.net/forum?id=ESzOwfBhRv
A Balancing Act: Optimizing Classification and Retrieval in Cross-Modal Vision Models,Judith Lefkes;Clément Grisi;Geert Litjens,Poster,Vision-Language Models;Cross-Modal Retrieval;Representation Learning;Prostate Cancer Grading;Digital Pathology,A straightforward and effective approach for balancing classification accuracy and vision-text alignment within cross-modal vision models.,"Despite the promising capabilities of vision-language models (VLMs) in diverse tasks, recent studies reveal that they struggle with the fundamental task of image classification. In this study, we explore leveraging state-of-the-art task-specific classification models as a foundation for VLMs, aiming to preserve strong classification performance. Specifically, we assess the impact of contrastive tuning to enable cross-modal retrieval capabilities on a Vision Transformer (ViT) model trained for multi-label classification on natural images and a Hierarchical Vision Transformer (H-ViT) trained for prostate cancer grading in Whole-Slide Images (WSIs). Our results demonstrate that contrastive fine-tuning creates a clear trade-off: classification accuracy rapidly deteriorates toward zero as vision-text alignment improves. By balancing task-specific and contrastive objectives in the loss function during fine-tuning, we achieve competitive slide-level retrieval performance while maintaining classification accuracy. Our code is available on https://github.com/DIAGNijmegen/tradeoff_classification_alignment.git.",,https://openreview.net/pdf/3cb0e1fc9478c5601b2af79e64a57a154821a7c7.pdf,https://openreview.net/forum?id=dAfbmDPeJL
A Novel GNN Framework Integrating Neuroimaging and Behavioral Information to Understand Adolescent Psychiatric Disorders,Weifeng Yu;Gang Qu;Young-geun Kim;Lei Xu;Aiying Zhang,Poster,adolescent physiatric disorder;neurobehavior;graph autoencoder,Graph learning framework integrates functional connectivity and behavioral characteristics,"Functional connectivity (FC) is widely used to study various psychiatric disorders, but its consistency is often undermined by significant inter-subject variability. While these differences can be reflected in behavioral characteristics, few studies have combined them with FC. To this end, we propose a novel graph learning framework that enhances the differentiation of psychiatric disorders by integrating FC and behavioral characteristics. Additionally, we apply Grad-CAM to enhance model interpretability by identifying key regions of interest involved in distinguishing individuals with psychiatric disorders from healthy controls. Experiments with the Adolescent Brain Cognitive Development dataset highlighted two critical insights: the thalamus and specific ROIs within the somatomotor and cingulo-opercular networks play a critical role for identifying psychiatric disorders. Additionally, visualization of latent representations demonstrated that individuals with externalizing disorders, specifically Attention Deficit Hyperactivity Disorder and Oppositional Defiant Disorder, can be distinguished from healthy controls. These findings underscore the utility of our graph learning framework for identifying psychiatric disorders and suggest its promise for improving diagnostic accuracy.",,https://openreview.net/pdf/8217a2d4f7afc314fef7872a29690f2f107128cc.pdf,https://openreview.net/forum?id=Yjv27GWb3n
A Vision Foundation Model for Cataract Surgery Using Joint-Embedding Predictive Architecture,Nisarg A Shah;Mingze Xia;Subhasri Vijay;Shameema Sikder;S. Swaroop Vedula;Vishal M. Patel,Poster,Surgical Pretraining;Joint Embedding Predictive Network;Cataract Surgery,,"Vision foundation models can automate analysis of surgical videos and enable multiple applications that support patient care and surgical training. For cataract surgery, existing models are limited by reliance on small datasets, privacy concerns, and poor generalizability across surgical settings. In this paper, we introduce JHU-VPT(JEPA), a self-supervised vision foundation model leveraging Joint-Embedding Predictive Architecture (JEPA) to learn spatiotemporal representations via latent feature prediction on a large corpus of unlabeled cataract videos, without requiring extensive labeled datasets or pixel-level reconstruction. JHU-VPT(JEPA) is pretrained on 2591 videos from multiple sites that capture different surgical technique and style variations. Comprehensive evaluations on step recognition, surgical feedback, and skill assessment tasks demonstrate that JHU-VPT(JEPA) outperforms existing methods. JHU-VPT(JEPA)’s effectiveness is evident even when using attentive probing with a frozen encoder, highlighting the robustness of the learned features and addressing privacy concerns by not requiring access to raw videos during downstream tasks. Our approach offers a scalable, generalizable, and privacy-preserving solution for surgical video analysis, with significant potential to advance patient care and surgical education.",,https://openreview.net/pdf/9d63f034c2eb620003bae66d01aa314e3457e1ae.pdf,https://openreview.net/forum?id=QbBPeAIdrk
Advancing Medical Image Segmentation with Self-Supervised Learning: A 3D Student-Teacher Approach for Cardiac and Neurological Imaging,Moona Mazher;Daniel C. Alexander;Abdul Qayyum;Steven A Niederer,Poster,Self-Supervised Learning (SSL);Whole Heart Segmentation (WHS);Ischemic Stroke Lesion Segmentation (ISLES);CT Imaging;MRI Imaging;Cardiac Imaging;Neurological Imaging;xLSTM;Multi-Modal Imaging;Traumatic Brain Injury (TBI).,"Introducing a self-supervised 3D student-teacher framework with xLSTM for improved cardiac and neurological image segmentation, addressing data scarcity and modality variability to enhance clinical decision-making.","We propose 3D-SegSync, a self-supervised learning (SSL) framework designed to improve segmentation accuracy for both cardiac and neurological structures. It integrates a student-teacher model with a 3D Vision-LSTM (xLSTM) backbone to capture spatial dependencies in volumetric data. The SSL phase utilizes large-scale unlabeled datasets for pretraining, followed by fine-tuning on labeled data to improve segmentation across CT and MRI scans. Experimental results demonstrate that 3D-SegSync achieves consistent performance across different anatomical structures. Additionally, its ability to generalize between CT and MRI without requiring modality-specific modifications highlights its adaptability for cardiac and neurological image segmentation. Given its strong performance, 3D-SegSync has the potential to be extended to other medical image segmentation tasks in the future. Code can be found here: https://github.com/Moona-Mazher/3D-SegSync_SSL.",,https://openreview.net/pdf/8d8a302e0cf3ed1ed054a110712e0c445471689b.pdf,https://openreview.net/forum?id=PBdGho6avn
Adversarial Perturbations Improve Generalization of Confidence Prediction in Medical Image Segmentation,Jonathan Lennartz;Thomas Schultz,Poster,Image Segmentation;Confidence Prediction;Domain Shift,"We use adversarial image perturbations to train a confidence predictor for U-Net segmentation, improving its reliability under domain shifts.","Trustworthy methods for medical image segmentation should come with a reliable mechanism to estimate the quality of their results. Training a separate component for confidence prediction is relatively fast, and can easily be adapted to different quality metrics. However, the resulting estimates are usually not sufficiently reliable under domain shifts, for example when images are taken with different devices. We introduce a novel adversarial strategy for training confidence predictors for the widely used U-Net architecture that greatly improves such generalization. It is based on creating adversarial image perturbations, aimed at substantially decreasing segmentation quality, via the gradients of the confidence predictor, leading to images outside of the original training distribution. We observe that these perturbations initially have little effect on segmentation quality. However, including them in the training gradually improves the confidence predictor's understanding of what actually affects segmentation quality when moving outside of the training distribution. On two different medical image segmentation tasks, we demonstrate that this strategy substantially improves estimates of volumetric and surface Dice on out-of-distribution images.",,https://openreview.net/pdf/8324528b77cd81d438aa8e815262cb859065f986.pdf,https://openreview.net/forum?id=0BQ6JPGwZa
An Unsupervised Approach for Artifact Severity Scoring in Multi-Contrast MR Images,Savannah Hays;Lianrui Zuo;Blake E. Dewey;Samuel Remedios;Jinwei Zhang;Ellen M. Mowry;Scott D. Newsome;Aaron Carass;Jerry L Prince,Poster,MRI;Quality Assurance;Artifact Detection,We introduce an unsupervised QA framework that quantifies MR image artifact severity for automated quality assessment.,"Quality assurance (QA) in magnetic resonance (MR) imaging is critical but remains a challenging and time-intensive process, particularly when working with large-scale, multi-site imaging datasets. Manual QA methods are subjective, prone to inter-rater variability, and impractical for high-throughput workflows. Existing automated QA methods often lack generalizability to diverse datasets or fail to provide interpretable insights into the causes of poor image quality. To address these limitations, we introduce an unsupervised and interpretable QA framework for multi-contrast MR images that quantifies artifact severity. By assigning a numerical score to each image, our method enables objective, consistent evaluation of image quality and highlights specific levels of artifact presence that can impair downstream analysis. Our framework employs an unsupervised contrastive learning approach, leveraging simulated artifact transformations, including random bias, noise, anisotropy, and ghosting, to train the model without requiring manual labels or preprocessing. A margin-based contrastive loss further enables differentiation between varying levels of artifact severity. We validate our framework using simulated artifacts on a public dataset and real artifacts on a private clinical dataset, demonstrating its robustness and generalizability for automatic MR image QA. By efficiently evaluating image quality and identifying artifacts prior to data processing, our approach streamlines QA workflows and enhances the reliability of subsequent analyses in both research and clinical settings.",,https://openreview.net/pdf/512b34dfa39e39a720dd23aae1ba513135311521.pdf,https://openreview.net/forum?id=73GUgAhllx
Anatomy-Guided Surface Diffusion Model for Alzheimer’s Disease Normative Modeling,Jianwei Zhang;Yonggang Shi,Poster,Diffusion Model;Alzheimer's Disease;Cortical Surface,A novel Surface diffusion model conditioned on anatomy of the cortical surface structure for Alzheimer's Disease normative modeling.,"Normative modeling has emerged as a pivotal approach for characterizing heterogeneity
and individual variance in neurodegenerative diseases, notably Alzheimer’s disease (AD).
One of the challenges of cortical normative modeling is the anatomical structure mismatch
due to folding pattern variability. Traditionally, registration is applied to address this issue
and recently deep generative models are employed to generate anatomically aligned sam-
ples for analyzing disease progression; however, these models are predominantly applied
to volume-based data, which often falls short in capturing intricate morphological changes
on the brain cortex. As an alternative, surface-based analysis has been proven to be more
sensitive in disease modeling such as AD. Yet, like volume-based data, it also suffers from
the mismatch problem. To address these limitations, we propose a novel generative nor-
mative modeling framework by transferring the conditional diffusion generative model to
the spherical domain. Furthermore, the proposed model generates normal feature map
distributions by explicitly conditioning on individual anatomical segmentation to ensure
better geometrical alignment which helps to reduce variance between subjects in norma-
tive analysis. We find that our model can generate samples that are better anatomically
aligned than registered reference data and through ablation study and normative assess-
ment experiments, the samples are able to better measure individual differences from the
normal distribution and increase sensitivity in differentiating cognitively normal (CN), mild
cognitive impairment (MCI), and Alzheimer’s disease (AD) patients.",,https://openreview.net/pdf/df76e710cdccc1391fb43a6fc245b87af11f86d4.pdf,https://openreview.net/forum?id=PWw0GoQUXV
Beyond the Prompt: Deploying Medical Foundation Models on Diverse Chest X-ray Populations,Louisa Fay;Jean-Benoit Delbrouck;Thomas Küstner;Bin Yang;Noel C Codella;Matthew P. Lungren;Curtis Langlotz;Sergios Gatidis,Poster,multimodal foundation model;bias;zero-shot;pneumonia;ensembles,Presenting ways to deploy foundation models with optimized text and vision prompts for superior and equitable clinical applications across diverse populations.,"Foundation models (FMs) have shown impressive performance in medical image analysis tasks, but their deployment in real-world clinical settings, especially across diverse patient populations such as adult and pediatric cases, remains challenging. Key open questions include optimal prompting techniques and strategies for model adaptation or fine-tuning for clinical use. In this study, we evaluated different approaches for deploying FMs in clinical scenarios for diverse patient populations. We use the lightweight, embedding-based vision-language FM $\textit{MedImageInsight}$ to predict pneumonia from chest X-rays, a condition common in both adult and pediatric patients.
We observed a large variation in model predictive performance depending on the chosen prompt design, highlighting the importance of text prompt design for successful zero-shot (ZS) application. On in-domain datasets, we found performance differences of up to 46% in Matthews correlation coefficient (MCC) and 56% in true positive rates across different text prompts.
By introducing text and vision embedding ensembles, we achieved substantial ZS improvements, outperforming training-based methods (fine-tuning, Linear Probe) in low-data scenarios by up to 43% for adults and 35% for pediatric populations (MCC). This ensembling strategy also promotes resource-efficient, equitable clinical use by supporting diverse demographic subgroups, achieving MCC improvements of 6% by sex, 17% by age, and 10% by race compared to linear probe.",,https://openreview.net/pdf/b93b5f031408fac93ad62976d60e96db18bad97e.pdf,https://openreview.net/forum?id=RuqEg2XAWq
Biologically-Constrained Multi-Label Classification with Learnable Domain Knowledge,Nabil Mouadden;Véronique Vergé;Ahmadreza ARBAB;Jean-Baptiste MICOL;Elsa BERNARD;Aline RENNEVILLE;Stergios Christodoulidis;Maria Vakalopoulou,Poster,Multi-label classification;Vision transformer;Curriculum learning;Multi-scale feature extraction;Domain-knowledge integration;Hematological diagnosis,,"Although recent foundation models trained in a self-supervised setting have shown promise in cellular image analysis, they often produce biologically impossible predictions when handling multiple concurrent abnormalities. This is a problem, as the biological information that may be needed for the different clinical-oriented problems is not directly presented in the images. In this study, we present a novel and modular approach to enforce biological constraints in multi-label medical imaging classification. Building on the powerful and rich representations of the DinoBloom hematological foundation model, our method combines learnable constraint matrices with adaptive thresholding, effectively preventing contradictory predictions while maintaining high sensitivity.
Extensive experiments on three datasets, two public and one in-house on neutrophil classification, demonstrate significant improvements over different foundation models and the state-of-the-art methods. Through detailed ablation studies and hyperparameter interpretation, we show that our approach successfully captures biological relationships between different abnormalities.",,https://openreview.net/pdf/5857227da653724d14efd4c3aa3e37645d564b4f.pdf,https://openreview.net/forum?id=DyycxAdJil
Cardiac Computed Tomography Angiography Plane Prediction and Comprehensive LV Segmentation,Davis Marc Vigneault;Ashish Manohar;Abraham Hernandez;Krista Tin Chi Wong;Fanwei Kong;Tea Gegenava;Koen Nieman;Dominik Fleischmann,Poster,Cardiac computed tomography angiography (CCTA);segmentation;spatial transformer network (STN),"We propose a fully automated, volumetric, end-to-end trained network for prediction of standard cardiac planes and comprehensive LV segmentation of the reformatted images using concepts from spatial transformer networks and residual attention U-Nets.","The use of cardiac computed tomography angiography (CCTA) has dramatically increased over the past decade, with an increasingly recognized role for functional assessment; however, reformatting these datasets into standard cardiac planes and performing quantitative
analysis remains time consuming and disruptive to clinical workflows. Here, we propose a fully automated, volumetric, end-to-end trained network for simultaneous detection of standard cardiac planes and comprehensive left ventricular (LV) segmentation in the predicted short axis coordinate system. The architecture consists of a coarse segmentation module, a transformation module, and a fine segmentation module. The coarse segmentation module provides an initial segmentation of the full field of view (FOV) axial images at low resolution. The transformation module predicts the rotations corresponding to the standard cardiac planes (short axis, SAX; two chamber, 2CH; three chamber, 3CH; and four chamber, 4CH) and reformats the source volume into the predicted SAX coordinate system at high resolution. Finally, the fine segmentation module segments the narrow FOV, high resolution SAX volume. The dataset consisted of 313 CCTA studies partitioned into training, validation, and testing in an 80:10:10 split. Architectural decisions are justified using ablation experiments. On the test set, the proposed architecture achieved accurate plane predictions (mean angle errors of $9.1\pm6.2^\circ$, $9.5\pm5.4^\circ$, $9.0\pm5.9^\circ$, and $8.8\pm5.9^\circ$ for the SAX, 2CH, 3CH, and 4CH planes, respectively) and high quality segmentations (Dice scores of $0.955\pm0.008$, $0.928\pm0.016$, and $0.808\pm0.029$ for the bloodpool, myocardium, and trabeculations, respectively). This fully automated pipeline has the potential to replace current manual workflows, expediting the availability of standard cardiac planes and quantitative analysis for clinical interpretation.",,https://openreview.net/pdf/4d0c517b399ab5ad39eddbcdd66cac42b5a91da1.pdf,https://openreview.net/forum?id=aTFkMKn66q
Causal PETS: Causality-Informed PET Synthesis from Multi-modal Data,Yujia Li;Han Li;S Kevin Zhou,Poster,medical image synthesis;causality,We propose a model that analyzes the causality between different modality data and seamlessly integrates such causality into PET image generation.,"The synthesis of medical images is particularly important when certain modality data are difffcult to obtain, for example, Positron emission tomography (PET). PET is crucial for diagnosing and monitoring neurological disorders. However, the availability is limited due to factors such as high costs, radiation exposure risks, and other constraints. In this study, we propose Causal PETS, a novel causality-informed synthesis model for synthesizing PET images from multi-modal data including MRI, demographic information, and cerebrospinal fluid (CSF) biomarkers. Unlike conventional approaches that involve a straightforward conversion from T1 to PET, our model analyzes the causality between different modality data and seamlessly integrates such causality into PET image generation. Through comprehensive evaluations, we demonstrate that our Causal PETS model outperforms existing non-causal methods in terms of image clarity and accuracy, particularly in identifying regions of interest critical for neurological disorders such as Alzheimer’s Disease (AD). This work underscores the importance of causal reasoning in medical image synthesis and highlights the potential of multimodal integration to advance clinical decision making.",,https://openreview.net/pdf/cf9e572481b582e4e11972258ec8a2125407fedd.pdf,https://openreview.net/forum?id=l7XX2lclbq
Chest-OMDL: Organ-specific Multidisease Detection and Localization in Chest Computed Tomography using Weakly Supervised Deep Learning from Free-text Radiology Report,Xuguang Bai;Mingxuan Liu;Yifei Chen;Hongjia Yang;Qiyuan Tian,Poster,Radiology report;Chest computed tomography;Weakly supervised learning;Multidisease detection,Chest-OMDL is a weakly supervised framework for chest CT that reduces annotation costs in multidisease detection and localization.,"Deep learning (DL) models designed to detect abnormalities in chest computed tomography (CT) reduce radiologists’ workload. However, training multidisease diagnostic models requires large expert-annotated datasets, significantly increasing model development cost. To address this challenge, we propose a weakly supervised learning (WSL) framework entitled Chest-OMDL for Organ-specific Multidisease Detection and Localization in chest CT. Chest-OMDL trains DL models using disease labels extracted by RadBERT from free-text radiology reports and multi-organ segmentation masks generated by the Segment Anything by Text (SAT) model, therefore reducing the need for manual annotation. Specifically, Chest-OMDL employs a Y-shaped Mamba model (Y-Mamba), comprising a feature extractor, an organ segmentation decoder, and a disease anomaly map generator. By incorporating multidisease anatomical knowledge, Y-Mamba is trained with a multi-task loss for organ-level weak supervision. Chest-OMDL was trained and validated on the large-scale CT-RATE dataset (25,692 non-contrast 3D chest CT scans from 21,304 patients) and tested on the external RAD-ChestCT dataset (3,630 scans), outperforming CT-CLIP (contrastive language-image pre-training) and CT-Net (full supervision). Code: \url{https://github.com/JasonW375/Chest-OMDL}",,https://openreview.net/pdf/90122f3531282ec024b448b98aba69cad5a71abe.pdf,https://openreview.net/forum?id=ns6nq592HX
Clinical Measurements with Calibrated Instance-Dependent Confidence Interval,Rotem Nizhar;Lior Frenkel;Jacob Goldberger,Poster,confidence interval;uncertainty calibration;conformal prediction,We propose an instance based calibration method for a confidence interval of a network prediction,Reporting meaningful confidence intervals for the predictions of a regression neural network is critical in medical imaging applications since clinical decisions are based on network predictions. We expect to obtain larger intervals for difficult examples and smaller ones for easier examples to predict. A recently proposed calibration procedure suggests predicting the mean and the variance and scaling the variance on a validation set. Another calibration approach is based on applying conformal prediction to quantile regression. We show that assuming a Gaussian distribution to predict the variance followed by a non-parametric Conformal Prediction technique to scale the estimated variance is the most effective way of achieving a small confidence interval with a coverage guarantee. We report extensive experimental results on various medical imaging datasets and network architectures.,,https://openreview.net/pdf/5e6713aa6403500f13afe0d8c5de3dcac27ccf90.pdf,https://openreview.net/forum?id=p6AJA6PjUI
Co-distilled attention guided masked image modeling with noisy teacher for self-supervised learning on medical images,Jue Jiang;Aneesh Rangnekar;Harini Veeraraghavan,Poster,Attention-guided masked image modeling;Swin;noise regularized co-distillation,Attention guided transformer,"Masked image modeling (MIM) is a highly effective self-supervised learning (SSL) approach to extract useful feature representations from unannotated data. Predominantly used random masking methods make SSL less effective for medical images due to the contextual similarity of neighboring patches, leading to information leakage and SSL simplification. Hence, we propose an attention guided masking mechanism within a co-distillation learning framework to selectively mask semantically co-occurring and discriminative patches, aiming to reduce information leakage and increase the difficulty of SSL pretraining. However, attention guided masking inevitably reduces the diversity of attention heads, which negatively impacts downstream task performance. To address this, we integrate a noisy teacher into the co-distillation framework (termed DAGMaN) to enable attentive masking while preserving high attention head diversity. We demonstrate the capability of DAGMaN on multiple tasks including full- and few-shot lung nodule classification, immunotherapy outcome prediction,  tumor segmentation, and unsupervised clustering of organs.",,https://openreview.net/pdf/a071656c3c03da89dce92e8d26db7a907d7e343d.pdf,https://openreview.net/forum?id=tLYEAmMupF
